KEY,NOTES,ENGLISH,SPANISH
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,{{RESOURCE.LOGS.PLURAL}} de madera se refinan en {{RESOURCE.PLANKS.PLURAL}} aquí.
ROOMS.STOCKPILES,,Stockpiles,Reservas
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Los artículos no utilizados se colocan en existencias para facilitar el acceso.

SEASON.AUTUMN,,Autumn,Otoño
SEASON.SPRING,,Spring,Primavera
SEASON.SUMMER,,Summer,Verano
SEASON.WINTER,,Winter,Invierno

SEED.BARLEY_SEED,,Barley,de cebada
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un grano utilizado sólo en la producción de cerveza. Se puede plantar en {{SEASON.SPRING}}, {SEASON.SUMMER}} o {{SEASON.OTOWN}}."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Berserker
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,Un hongo con una tapa rosa-roja que lleva manchas blancas. Tiene propiedades alucinógenas que los guerreros usan a veces en preparación para la batalla.
SEED.CARROT_SEED,,Carrot,de zanahoria
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un vegetal de raíz resistente que sobrevive a las heladas {{SEASON.WINTER}}. Las zanahorias crecen rápidamente, pero solo producen una pequeña cosecha. Se puede plantar en {{SEASON.SPRING}}, {SEASON.SUMMER}} o {{SEASON.OTOWN}}."
SEED.CORN_SEED,,Corn,de maíz
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Un grano de cereal también conocido como maíz. Produce una cosecha abundante pero tarda alrededor de 2 temporadas en crecer y no puede sobrevivir {{SEASON.WINTER}}, por lo que requiere plantar a principios de {SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Gorra de la muerte
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Un hongo muy venenoso con una tapa ancha y plana. Comer incluso una pequeña cantidad casi seguramente causará envenenamiento que puede llevar a la muerte.
SEED.ELFSBANE_SPAWN,,Elfsbane,Elfsbane
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Este hongo tiene un sabor simple, sin sabor a la mayoría de los humanoides. Extrañamente, sabe absolutamente desagradable para los elfos, que a menudo reaccionan con vómitos explosivos al consumo, o en casos extremos, un ataque al corazón."
SEED.FIST_SPAWN,,Fist,Puño
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Un hongo negro-azul con un sabor metálico. Se llama así por un grupo de bardos de la era de la oscuridad.
SEED.GLOW_SPAWN,,Glow,Brillar
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,Un hongo impregnado de magia que emite luz y cambia de color con las estaciones del año.
SEED.HOPS_SEED,,Hops,de lúpulo
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Una flor utilizada para el sabor de la cerveza. Debe plantarse en {{SEASON.SPRING}}.
SEED.MILTONIA_SPAWN,,Miltonia,Miltonia
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Una vez que se pensaba que existía sólo en la región de Hudds, ahora se encuentra en todo el mundo."
SEED.POTATO_SEED,,Potato,de patata
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Una raíz con almidón vegetal que puede sobrevivir {{SEASON.WINTER}} por lo que es una buena opción para la mayoría de los asentamientos. Se puede plantar en {{SEASON.SPRING}}, {SEASON.SUMMER}} o {{SEASON.OTOWN}}."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Casco morado
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Gorro Gordo, turbante regordete, casco hinchado; Este hongo legendario tiene muchos nombres. La leyenda sostiene que hace mucho tiempo, muchas comunidades de enanos subsistían enteramente de una cepa domesticada de este hongo."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomicota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,Un hongo manchado blanco y negro. Se sabe que afecta la apariencia de quienes la ingieren.
SEED.SUNGLOW_SPAWN,,Sunglow,Resplandor solar
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Un hongo amarillo brillante que brilla con la apariencia de la luz solar. Pierde este resplandor en el momento en que se cosecha.
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Jarabe en polvo
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Una seta redonda naranja/amarilla con una parte inferior blanca. Se dice que fue utilizado por los magos hace mucho tiempo, pero para qué propósito, nadie lo sabe."
SEED.TOMATO_SEED,,Tomato,de tomate
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Una planta que crece grandes bayas rojas a menudo utilizadas como vegetal. Solo se puede plantar en {{SEASON.SPRING}}.
SEED.WHEAT_SEED,,Wheat,de trigo
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Un grano de cereal generalmente utilizado para la producción de pan. Puede sobrevivir a {{SEASON.WINTER}} pero tarda un tiempo en crecer, por lo que se planta en {{SEASON.SPRING}} o {{SEASON.OUMN}}."

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Arbusto

STOCKPILE.GRANARY,,Granary,Granero
STOCKPILE.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,Almacena granos y semillas que no caducarán.
STOCKPILE.PANTRY,,Pantry,Despensa
STOCKPILE.PANTRY.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,Almacena frutas y verduras cosechadas que pueden caducar.
STOCKPILE.RESOURCES,,Resources,Recursos
STOCKPILE.RESOURCES.TOOLTIP,,Stores most kinds of resources which do not belong to other types of stockpiles.,Almacena la mayoría de los tipos de recursos que no pertenecen a otros tipos de existencias.
STOCKPILE.TOOLS,,Tools,Herramientas
STOCKPILE.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,Almacena las herramientas necesarias para trabajar en trabajos.

STONE.BASALT.ADJECTIVE,,Basalt,De basalto
STONE.BASALT.NOUN,,Basalt,Basalto
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,Una roca ígnea formada por el rápido enfriamiento de la lava. Casi toda la roca volcánica del mundo es basalto.
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,De dolomía
STONE.DOLOSTONE.NOUN,,Dolostone,Dolomía
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.","Roca sedimentaria compuesta principalmente de la dolomita mineral, por lo que también se conoce como roca dolomita."
STONE.FRONITE.ADJECTIVE,,Frónite,Frónita
STONE.FRONITE.NOUN,,Frónite,Frónita
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,Una roca en tonos azules que se encuentra sobre todo en una isla helada al norte. Tiene un alto contenido de hierro.
STONE.GRANITE.ADJECTIVE,,Granite,De granito
STONE.GRANITE.NOUN,,Granite,Granito
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.","Un tipo común de roca ígnea. Tiene una gran proporción de cuarzo, lo que lo hace bueno para localizar ciertas piedras preciosas."
STONE.LIMESTONE.ADJECTIVE,,Limestone,De caliza
STONE.LIMESTONE.NOUN,,Limestone,Caliza
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,Una roca sedimentaria de color claro que es un buen material de construcción. También se utiliza como flujo en la producción de {{METAL.STEEL.NOUN}}.
STONE.MARBLE.ADJECTIVE,,Marble,De mármol
STONE.MARBLE.NOUN,,Marble,Mármol
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,Una roca metamórfica que se utiliza como material de alta calidad para escultura y mampostería debido a su aspecto brillante.
STONE.SANDSTONE.ADJECTIVE,,Sandstone,De arenisca
STONE.SANDSTONE.NOUN,,Sandstone,Arenisca
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ",Roca sedimentaria compuesta de fragmentos de arena.
STONE.SHALE.ADJECTIVE,,Shale,De equisto
STONE.SHALE.NOUN,,Shale,Equisto
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,Roca sedimentaria de grano fino compuesta de barro presurizado. Se puede romper fácilmente en capas delgadas.
STONE.SLATE.ADJECTIVE,,Slate,De pizarra
STONE.SLATE.NOUN,,Slate,Pizarra
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,Roca metamórfica que normalmente se forma a partir de {{STONE.SHALE.NOUN}}. A menudo se convierte en azulejos para techar o escribir.

TOOL.AXE.NOUN,,Axe,Hacha
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,Solía talar árboles. La herramienta principal de {{PROFESSION.WOODCUTTER}}.
TOOL.CHISEL.NOUN,,Chisel,Cincel
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,Se utiliza para esculpir la roca en forma. Una de las herramientas utilizadas por {{PROFESSION.STONEMASON}}.
TOOL.FISHING.ROD.NOUN,,Fishing rod,Caña de pescar
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,Se usa para atrapar peces de un cuerpo de agua. La herramienta principal de un {{PROFESSION.FISHER}}.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,Cuchillo de cocina
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","Se utiliza para preparar alimentos, especialmente carne."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,Martillo grande
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,Se utiliza para dar forma a objetos grandes de piedra y metal. La herramienta principal de un {{PROFESSION.BLACKSMITH}}.
TOOL.PICKAXE.NOUN,,Pickaxe,Pico
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,Se utiliza para romper la piedra en trozos más pequeños. La herramienta principal de {{profession.miner}}.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,Garlopa
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,Se utiliza para afeitar muebles y artículos de madera en forma. La herramienta principal de un {{PROFESSION.CARPENTER}}.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,Rodillo
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,Se usa para preparar masa. Una de las herramientas utilizadas por {{PROFESSION.CHEF}}.
TOOL.SAW.NOUN,A carpenter's saw,Saw,Sierra
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,Se utiliza para cortar madera en forma. Necesario para cortar madera en {{ROOMS.SAWMILL}}.
TOOL.SMALL.HAMMER.NOUN,,Hammer,Martillo
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,Se utiliza para golpear pequeños objetos de piedra y metal en forma. Una de las herramientas utilizadas por {{PROFESSION.BLACKSMITH}}.
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,Tenazas
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,Se utiliza para contener objetos metálicos extremadamente calientes. Utilizado en el proceso de fundición de mineral de metal.

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,{{materialType.noun}}

TUTORIAL.1.A,,"Your settlers have three basic needs to fulfil: food, drink and somewhere to sleep. Although they will complain about it for now, they can drink from the nearby river and sleep on the ground. What they can’t do is magic up some food from nowhere (at least, not without a mage around!) so we will focus on food to begin with.","Sus colonos tienen tres necesidades básicas que satisfacer: comida, bebida y algún lugar donde dormir. Aunque se quejarán por ahora, pueden beber del río cercano y dormir en el suelo. Lo que no pueden hacer es magia alguna comida de la nada (al menos, no sin un mago alrededor!) por lo que nos centraremos en la comida para empezar."
TUTORIAL.1.B,,"The first thing you should do each spring is ensure that enough crops have been planted for the harvest in autumn. Farming is a reliable and sustainable food source, but you need to make sure you have enough crops to feed your population between each annual harvest.","Lo primero que debe hacer cada primavera es asegurarse de que se hayan plantado suficientes cultivos para la cosecha en otoño. La agricultura es una fuente de alimentos confiable y sostenible, pero debes asegurarte de tener suficientes cultivos para alimentar a tu población entre cada cosecha anual."
TUTORIAL.1.C,,"A good rule of thumb to follow is to ensure you have 10 tiles of crops being sown for each settler in your population. Currently there are 7 settlers milling around, so go ahead and click “{{GUI.ZONES_LABEL}}” > “{{ROOMS.FARM}}”, and designate / drag out several farm plots on a grassy area.","Una buena regla general a seguir es asegurarse de tener 10 azulejos de cultivos siendo sembrados por cada colono de su población. Actualmente hay 7 colonos moliendo alrededor, así que adelante y haga clic en «{{GUI.ZONES_LABEL}}» > «{{ROOMS.FARM}}», y designe/arrastre varias parcelas agrícolas en un área cubierta de hierba."
TUTORIAL.2.A,,"With nothing else to do, your settlers will start preparing these {{ROOMS.FARM.PLURAL}} by tilling the earth to be ready for seeds to be sown. This doesn’t require any special tools or knowledge so everyone should get involved.","Sin nada más que hacer, tus colonos comenzarán a preparar estos {{ROOMS.FARM.PLURAL}} labrando la tierra para estar listos para sembrar semillas. Esto no requiere herramientas o conocimientos especiales, por lo que todos deberían involucrarse."
TUTORIAL.2.B,,"This prepares the plot to be sown, but you need to select which crop to grow on each farm plot before a farmer will come and plant the relevant seeds. Your settlers have brought with them a selection of different seeds. You can click “Resources” in the upper-right to get a breakdown of all the items in your settlement.","Esto prepara la parcela para ser sembrada, pero debe seleccionar qué cultivo cultivar en cada parcela de la granja antes de que un agricultor venga a plantar las semillas pertinentes. Sus colonos han traído consigo una selección de semillas diferentes. Puedes hacer clic en «Recursos» en la parte superior derecha para obtener un desglose de todos los artículos de tu pago."
TUTORIAL.2.C,,"For the seeds to actually be available to your farmers, they need to be in a stockpile compared to being held in a dwarf’s inventory like they are currently. Click {{GUI.ZONES_LABEL}} > {{ROOMS.STOCKPILES}} > {{STOCKPILE.GRANARY}} (you can right-click to go back up to a previous menu) and designate an area to be used as a {{STOCKPILE.GRANARY}}, where seeds and grains are stored. ","Para que las semillas estén realmente disponibles para sus agricultores, necesitan estar en una reserva comparada con estar en el inventario de un enano como lo están actualmente. Haga clic en {{GUI.ZONES_LABEL}} > {{ROOMS.STOCKPILES}} > {{STOCKPILE.GRANARY}} (puede hacer clic con el botón derecho para volver al menú anterior) y designar un área que se utilizará como {{STOCKPILE.GRANARY}}, donde se almacenan semillas y granos."
TUTORIAL.2.D,,Your settlers have also brought a bunch of tools with them what will need moving around. From {{ROOMS.STOCKPILES}} also choose {{STOCKPILE.TOOLS}} and designate another area to be used to store tools.,
TUTORIAL.3.A,,"After some time your settlers should put items they are not using into stockpiles, like the seeds that are to be sown.","Después de algún tiempo, sus colonos deberían poner artículos que no están usando en reservas, como las semillas que se van a sembrar."
TUTORIAL.3.B,,"Left-click on each of the {{ROOMS.FARM.PLURAL}} and select a crop to be planted there. Don’t select {{VEGETABLE.BARLEY}} or {{VEGETABLE.HOPS}} for now, as these crops are used in the production of beer, not food.","Haga clic izquierdo en cada uno de los {{ROOMS.FARM.PLURAL}} y seleccione un cultivo para plantar allí. No selecciones {{VEGETABLE.BARLEY}} o {{VEGETABLE.HOPS}} por ahora, ya que estos cultivos se utilizan en la producción de cerveza, no en alimentos."
TUTORIAL.4.A,,Your {{PROFESSION.FARMER.PLURAL}} will now get to work sowing the seeds you have selected to these {{ROOMS.FARM.PLURAL}}. Sowing seeds does not require any special tools but you might want to assign more settlers as {{PROFESSION.FARMER.PLURAL}}. Left-click on a settler who is wandering around aimlessly.,"Tu {{PROFESSION.FARMER.PLURAL}} ahora se pondrá a trabajar sembrando las semillas que has seleccionado para estas {{ROOMS.FARM.PLURAL}}. La siembra de semillas no requiere herramientas especiales, pero es posible que desee asignar más colonos como {{PROFESSION.FARMER.PLURAL}}. Haga clic izquierdo en un colono que está vagando por ahí sin rumbo."
TUTORIAL.4.B,,"Clicking on a settler lets you see their name, professions, inventory, needs and happiness. Click on the blank square button next to their other professions to set a 3rd and final profession as a {{PROFESSION.FARMER.NOUN}}.","Hacer clic en un colono le permite ver su nombre, profesiones, inventario, necesidades y felicidad. Haga clic en el botón cuadrado en blanco junto a sus otras profesiones para establecer una tercera y última profesión como {{PROFESSION.FARMER.NOUN}}."
TUTORIAL.4.C,,"Note that some jobs require the settler to have a specific tool in their inventory, and if none are available in the settlement they won’t work on the jobs that require it. For example, you can assign more settlers as a {{PROFESSION.WOODCUTTER}}, but they can’t chop down trees without an available {{TOOL.AXE.NOUN}}.","Tenga en cuenta que algunos trabajos requieren que el colono tenga una herramienta específica en su inventario, y si no hay ninguna disponible en el pago, no funcionará en los trabajos que lo requieran. Por ejemplo, puedes asignar más colonos como {{PROFESSION.WOODCUTTER}}, pero no pueden talar árboles sin un {{TOOL.AXE.NOUN}} disponible."
TUTORIAL.5.A,,"Your crops will now grow and eventually be harvested by your {{PROFESSION.FARMER.PLURAL}} in the {{SEASON.AUTUMN}}. Some crops can be planted again later in the year and survive through the {{SEASON.WINTER}}, but some do not. To get the most out of your crops, it is best to produce soup from the vegetables harvested, or bread from grain.","Tus cultivos ahora crecerán y eventualmente serán cosechados por tu {{PROFESSION.FARMER.PLURAL}} en el {{SEASON.AUTUMN}}. Algunos cultivos se pueden plantar de nuevo más tarde en el año y sobrevivir a través del {{SEASON.WINTER}}, pero algunos no. Para sacar el máximo provecho de sus cultivos, lo mejor es producir sopa de las verduras cosechadas, o pan de grano."
TUTORIAL.5.B,,"Let’s get a {{ROOMS.KITCHEN}} set up to produce soup once your crops are ready. Go to the top level menu then {{GUI.ZONES_LABEL}} > {{ROOMS.KITCHEN}} and drag out a {{ROOMS.KITCHEN}} area. At this point in the development of King under the Mountain it does not matter if it is outside or indoors, but in the future you’ll want all your rooms to have a ceiling to protect them from the elements.","Vamos a conseguir un {{ROOMS.KITCHEN}} configurado para producir sopa una vez que sus cultivos estén listos. Ve al menú de nivel superior y luego {{ZONES.LABEL}} > {{ROOMS.KITCHEN}} y arrastra un área {{ROOMS.KITCHEN}}. En este punto en el desarrollo de King under the Mountain no importa si está fuera o en interiores, pero en el futuro querrá que todas sus habitaciones tengan un techo para protegerlas de los elementos."
TUTORIAL.5.C,,"Unlike farm plots, kitchens (and most other rooms) need furniture to function. Click “Furniture” when you have placed a kitchen zone and you’ll be presented with the furniture that can be added. To produce soup, you need to build a {{FURNITURE.WATER_BARREL}}, {{FURNITURE.KITCHEN_WORKTOP}} and {{FURNITURE.CAULDRON}} in the same kitchen zone. Also, designate a {{STOCKPILE.PANTRY}} area to store any harvested crops.","A diferencia de las parcelas agrícolas, las cocinas (y la mayoría de las otras habitaciones) necesitan muebles para funcionar. Haga clic en «Muebles» cuando haya colocado una zona de cocina y se le presentarán los muebles que se pueden añadir. Para producir sopa, necesitas construir un {{FURNITURE.WATER_BARREL}}, {{FURNITURE.KITCHEN_WORKTOP}} y {{FURNITURE.CAULDRON}} en la misma zona de cocina. Asimismo, designe un área {{STOCKPILE.PANTRY}} para almacenar los cultivos cosechados."
TUTORIAL.6.A,,"When your crops have been harvested, cooks will bring vegetables to the {{FURNITURE.KITCHEN_WORKTOP}} before adding them to the {{FURNITURE.CAULDRON}} with water and producing soup! Making soup and baking bread means your food supplies will go much further - a single vegetable will feed a dwarf for a single meal, but 3 vegetables cooked into soup will provide 12 meals!","Cuando tus cultivos hayan sido cosechados, los cocineros traerán verduras al {{FURNITURE.KITCHEN_WORKTOP}} antes de añadirlas al {{FURNITURE.CHEFS_CAULDRON}} con agua y producir sopa! Hacer sopa y pan horneado significa que sus suministros de alimentos irán mucho más lejos: un solo vegetal alimentará a un enano por una sola comida, pero 3 verduras cocinadas en sopa proporcionarán 12 comidas."
TUTORIAL.6.B,,"Eventually this kitchen will produce a cauldron full of steaming hot soup, but the cooks don’t like other dwarves getting in the way in their kitchen, so instead you need to have the soup brought to a feasting hall for the whole settlement to enjoy. Designate a feasting hall by clicking on {{GUI.ZONES_LABEL}} > {{ROOMS.FEASTING_HALL}}, then add a {{FURNITURE.CAULDRON}} to it. Note that a feasting hall cauldron won’t be placed until a cauldron containing thick, delicious soup is available.","Eventualmente esta cocina producirá un caldero lleno de sopa caliente al vapor, pero a los cocineros no les gusta que otros enanos se interpongan en su cocina, por lo que en su lugar necesita traer la sopa a un salón de banquetes para que todo el asentamiento lo disfrute. Designe una sala de banquetes haciendo clic en {{ZONES.LABEL}} > {{ROOMS.FEASTING_HALL}} y, a continuación, agregue un {{FURNITURE.CAULDRON}}. Tenga en cuenta que un caldero de salón de banquetes no se colocará hasta que esté disponible un caldero que contenga una sopa espesa y deliciosa."
TUTORIAL.7.A,,Over time you will want to expand your food production but this will keep our small settlement nourished for the upcoming winter - your settlers have brought rations to sustain them while the first crops grow.,"Con el tiempo querrán expandir su producción de alimentos, pero esto mantendrá nuestro pequeño asentamiento nutrido para el próximo invierno - sus colonos han traído raciones para sostenerlos mientras crecen los primeros cultivos."
TUTORIAL.7.B,,"Most items and furniture are produced out of {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} or {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}. It’s important to maintain a large supply of these. {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} are produced in a {{ROOMS.SAWMILL}}, and {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} are crafted by a {{PROFESSION.STONEMASON}} in a {{ROOMS.MASONRY_WORKSHOP}}. Place one of each of these zones, and build a {{FURNITURE.WOODCUTTERS_BENCH}} and {{FURNITURE.STONEMASON_WORKBENCH}} in them.","La mayoría de los artículos y muebles se producen con {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} o {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}. Es importante mantener una gran cantidad de estos. {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} se producen en un {{ROOMS.SAWMILL}}, y {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} son elaborados por un {{PROFESSION.STONEMASON}} en un {{ROOMS.MASONRY_WORKSHOP}} en un {{FURNITURE.WOODCUTTERS_BENCH}} en un {{PROFES Coloque una de estas zonas y cree un {{FURNITURE.STONEMASON_WORKBENCH}} y {{Furniture.STONEMASON_WORKBENCH}} en ellas."
TUTORIAL.8.A,,"Now you are ready to produce {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} and {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}, but they require other resources to craft them - {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} and {{RESOURCE.STONE.UNREFINED.PLURAL}}. Fortunately these can usually be harvested from the game world quite easily.",Ahora estás listo para producir {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} y {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} y {{MATERIAL_TYPE.WOOD.ADJECTIVE}}. Afortunadamente estos generalmente se pueden cosechar del mundo del juego con bastante facilidad.
TUTORIAL.8.B,,Select {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.CHOP_WOOD}} and click-and-drag over trees to let your woodcutters know to cut them down. Similarly you can select select {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.MINE}} and click-and-drag an area of the mountain to designate to be mined. Select enough of both to build your stockpiles back up to 40 of each.,"Selecciona {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.CHOP_WOOD}} y haz clic y arrastra sobre los árboles para que tus leñadores sepan cortarlos. Del mismo modo, puede seleccionar {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.MINE}} y hacer clic y arrastrar un área de la montaña para designar que se va a extraer. Seleccione suficiente de ambos para construir sus reservas de hasta 40 de cada uno."
TUTORIAL.8.C,,"Be careful with mining! A mined-out area of 7 by 7 tiles without a {{FURNITURE.PILLAR}} built within that area will collapse! ",¡Ten cuidado con la minería! Un área minada de 7 por 7 mosaicos sin {{FURNITURE.PILLAR}} construido dentro de esa área colapsará!
