KEY,NOTES,ENGLISH,KOREAN
RESOURCE.PLANKS.PLURAL,,Planks,널빤지
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,고정 된 크기의 나무 섹션 그래서 그들은 쉽게 건설 및 공예에 사용할 수 있습니다.
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,머쉬룸 로그
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,버섯 통나무
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,버섯이 주입된 이 통나무들은 버섯이 자라도록 격려하기 위해 물에 “충격을 받으며” 곧 수확을 만들어야 합니다.
RESOURCE.STONE.BLOCK.NOUN,,Block,블록
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,블록
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that is can be easily used in construction or crafting.,건축이나 공예에 쉽게 사용할 수 있도록 입방체로 된 돌.
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,러프 스톤 볼더
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,거친 돌 바위
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,{{PROFESSION.STONEMASON}} 이 (가) 더 유용한 모양으로 깎아야 하는 거대한 돌 조각입니다.
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),

ROOMS.BEDROOM,,Bedroom,침실
ROOMS.BEDROOM.TOOLTIP,,"A place for your settlers to sleep. They prefer to have individual bedrooms that are at least 9 tiles in size, and preferably at least 13 tiles in size.","당신의 정착민을위한 장소. 그들은 크기가 최소 9 개의 타일, 바람직하게는 적어도 13 개의 타일 크기의 개별 침실을 선호합니다."
ROOMS.BREWERY,,Brewery,
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy! Other alcoholic beverages will be implemented in the future.,
ROOMS.BRIDGE,,Bridge,다리
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,다른 측면에 액세스 할 수 있도록 강을 가로 질러 배치.
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,목공 작업장
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items.,이 워크숍은 대부분의 목재 도구와 아이템을 생산합니다.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,현재 사용 중인 {{allocated}} 개 공간의 {{total}} 개
ROOMS.EARTHWORKS,,Earthworks,토공
ROOMS.EARTHWORKS.TOOLTIP,,An outdoor area for large constructions.,대형 건축물을위한 야외 공간.
ROOMS.FARM,,Farm plot,농장 플롯
ROOMS.FARM.PLURAL,,Farm plots,농장 플롯
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,{{INGREDIENT.SEEDS.PLURAL}} 을 사용하여 작물을 재배합니다. {{MATERIAL_TYPE.EARTH.NOUN}} 에 배치해야 합니다.
ROOMS.FEASTING_HALL,,Feasting hall,잔치 홀
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!",이주민들이 모여 먹고 마시고 즐거운 시간을 보내실 수 있는 장소!
ROOMS.GRAVEYARD,,Graveyard,묘지
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,사망 한 정착민들은 여기에서 휴식을 취합니다.
ROOMS.KITCHEN,,Kitchen,주방
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,대부분의 음식은 {{ROOMS.FEASTING_HALL}} 에서 제공되기 전에 여기에서 준비됩니다.
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,석조 워크샵
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,이 워크숍은 대부분의 돌로 만든 아이템을 제작합니다.
ROOMS.METALWORKS,,Metalworks,금속 세공
ROOMS.METALWORKS.TOOLTIP,,Metal ore is refined and used in crafting here.,금속 광석은 정제되어 이곳의 공예에 사용됩니다.
ROOMS.MUSHROOM_FARM,,Mushroom farm,버섯 농장
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,버섯은 {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} 와 나무 {{RESOURCE.LOGS.PLURAL}} 를 사용하여 재배 할 수 있습니다.
ROOMS.SAWMILL,,Sawmill,제재소
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,나무 {{RESOURCE.LOGS.PLURAL}} 은 (는) 여기서 {{RESOURCE.PLANKS.PLURAL}} 으로 정제되어 있습니다.
ROOMS.STOCKPILE,,Stockpile,
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,
ROOMS.STOCKPILES,,Stockpiles,비축
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,사용하지 않은 품목은 쉽게 접근 할 수 있도록 비축 보관에 보관됩니다.

SEASON.AUTUMN,,Autumn,가을
SEASON.SPRING,,Spring,봄
SEASON.SUMMER,,Summer,여름
SEASON.WINTER,,Winter,겨울

SEED.BARLEY_SEED,,Barley,보리
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","맥주의 생산에만 사용되는 곡물. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,버서커
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,흰 반점이 있는 핑크 레드 캡이 달린 버섯. 그것은 전사가 전투 준비에 사용하는 환각 특성을 가지고 있습니다.
SEED.CARROT_SEED,,Carrot,당근
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} 서리에서 살아남은 튼튼한 뿌리 채소. 당근은 빨리 자라지 만 작은 작물을 생산합니다. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
SEED.CORN_SEED,,Corn,옥수수
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.",옥수수 라고도 하는 시리얼 곡물. 풍성한 작물을 생산하지만 성장하는데 약 2시즌이 걸리며 {{SEASON.WINTER}} 생존할 수 없으므로 초기 {{SEASON.SPRING}} 에 심어야 합니다.
SEED.DEATH_CAP_SPAWN,,Death cap,데스 캡
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",넓고 평평한 뚜껑이 달린 매우 유독 한 버섯. 조금이라도 먹으면 중독을 일으켜 죽음으로 이어질 수 있습니다.
SEED.ELFSBANE_SPAWN,,Elfsbane,엘프스베인
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","이 버섯은 대부분의 휴머노이드에게 단순하고 맛이 없습니다. 이상하게도, 그것은 종종 소비시 폭발성 구토에 반응하거나 극단적 인 경우 심장 마비에 반응하는 엘프에게 절대적으로 역겨운 맛입니다."
SEED.FIST_SPAWN,,Fist,주먹
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,금속 맛을 지닌 검은 파란색 버섯. 그것은 어둠 시대의 바지선 그룹의 이름을 따서 명명되었습니다.
SEED.GLOW_SPAWN,,Glow,글로우
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,계절에 따라 빛을 발하고 색채를 바꾸는 마법이 주입된 버섯.
SEED.HOPS_SEED,,Hops,홉
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,맥주의 맛을 내기 위해 사용되는 꽃입니다. {{SEASON.SPRING}} 에 심어야 합니다.
SEED.MILTONIA_SPAWN,,Miltonia,밀토니아
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","한때 허드 지역에만 존재한다고 생각되면, 지금은 전 세계에서 발견되고 있습니다."
SEED.POTATO_SEED,,Potato,감자
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} 생존할 수 있는 녹말 뿌리 채소로서 대부분의 정착촌에 좋은 선택입니다. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,보라색 헬멧
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","뚱뚱한 모자, 통통한 소라, 푹신한 헬멧; 이 전설적인 버섯은 많은 이름으로 이어집니다. 전설에 따르면, 오래 전에 많은 드워프 공동체가 이 곰팡이의 길들여진 균주에 전적으로 의존했습니다."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,로시오미코타
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,흰색과 검은 색 얼룩진 버섯. 그것을 섭취하는 사람들의 모습에 영향을 미치는 것으로 알려져 있습니다.
SEED.SUNGLOW_SPAWN,,Sunglow,햇빛
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,햇빛이 비치는 밝은 노란색 버섯. 그것은 수확되는 순간 이 빛을 잃습니다.
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,시럽 분말
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","흰색 밑면이 둥근 오렌지/노란색 버섯. 오래 전에 마법사가 사용했다고 알려져 있지만, 어떤 목적을 위해 아무도 모릅니다."
SEED.TOMATO_SEED,,Tomato,토마토
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,큰 붉은 열매를 자라는 식물은 종종 야채로 사용됩니다. {{SEASON.SPRING}} 에서만 심을 수 있습니다.
SEED.WHEAT_SEED,,Wheat,밀
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.",곡물 곡물은 일반적으로 빵 생산에 사용됩니다. 이 생기는 {{SEASON.WINTER}} 생존할 수 있지만 성장하는 데 시간이 걸리므로 {{SEASON.SPRING}} 또는 {{SEASON.AUTUMN}} 에 심습니다.

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,부시

STOCKPILE.GROUP.FOOD,,Food,
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,
STOCKPILE.GROUP.FUEL,,Fuel,
STOCKPILE.GROUP.GRANARY,,Granary,
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,
STOCKPILE.GROUP.PRODUCTS,,Products,
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,
STOCKPILE.GROUP.SEEDS,,Seeds,
STOCKPILE.GROUP.TOOLS,,Tools,
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,

STONE.BASALT.ADJECTIVE,,Basalt,현무암
STONE.BASALT.NOUN,,Basalt,현무암
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,용암의 급속 냉각에 의해 형성된 화성암. 세계의 거의 모든 화산암은 현무암입니다.
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,돌로스톤
STONE.DOLOSTONE.NOUN,,Dolostone,돌로스톤
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.",퇴적암은 대부분 광물 백운석으로 이루어져 있으므로 백운석 바위로도 알려져 있습니다.
STONE.FRONITE.ADJECTIVE,,Frónite,프론나이트
STONE.FRONITE.NOUN,,Frónite,프론나이트
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,북쪽의 얼음 섬에서 주로 발견되는 푸른 색의 바위입니다. 그것은 높은 철 함량을 가지고 있습니다.
STONE.GRANITE.ADJECTIVE,,Granite,화강암
STONE.GRANITE.NOUN,,Granite,화강암
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.",화성암의 일반적인 유형. 석영이 많기 때문에 특정 원석을 찾는 데 좋습니다.
STONE.LIMESTONE.ADJECTIVE,,Limestone,석회암
STONE.LIMESTONE.NOUN,,Limestone,석회암
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,좋은 건축 자재를 만드는 밝은 색의 퇴적암입니다. 또한 {{METAL.STEEL.NOUN}} 의 생산에 플럭스로서 사용된다.
STONE.MARBLE.ADJECTIVE,,Marble,대리석
STONE.MARBLE.NOUN,,Marble,대리석
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,화려한 외관으로 조각과 석조물의 고품질 소재로 사용되는 변성암입니다.
STONE.SANDSTONE.ADJECTIVE,,Sandstone,사암
STONE.SANDSTONE.NOUN,,Sandstone,사암
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ",모래와 같은 파편으로 이루어진 퇴적암입니다.
STONE.SHALE.ADJECTIVE,,Shale,셰일
STONE.SHALE.NOUN,,Shale,셰일
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,가압 진흙으로 이루어진 세밀한 퇴적암입니다. 얇은 층으로 쉽게 나눌 수 있습니다.
STONE.SLATE.ADJECTIVE,,Slate,슬레이트
STONE.SLATE.NOUN,,Slate,슬레이트
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,일반적으로 {{STONE.SHALE.NOUN}} 에서 형성되는 변성암입니다. 그것은 종종 루핑이나 쓰기를 위해 타일로 만들어집니다.

TOOL.AXE.NOUN,,Axe,도끼
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,나무를 자르는 데 사용됩니다. {{전문 나무꾼}} 의 기본 도구입니다.
TOOL.CHISEL.NOUN,,Chisel,끌
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,바위를 모양으로 조각하는 데 사용됩니다. {{PROFESSION.STONEMASON}} 에서 사용하는 도구 중 하나입니다.
TOOL.FISHING.ROD.NOUN,,Fishing rod,낚싯대
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,물속에서 물고기를 잡는 데 사용됩니다. {{전문 피셔}} 의 기본 도구입니다.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,주방 나이프
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","음식, 특히 고기를 준비하는 데 사용됩니다."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,대형 해머
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,돌과 금속의 큰 항목을 모양으로 강타하는 데 사용됩니다. {{PROFESSION.BLACKSMITH}} 의 기본 도구입니다.
TOOL.PICKAXE.NOUN,,Pickaxe,곡괭이
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,돌을 작은 조각으로 나누는 데 사용됩니다. {{PROFESSION.MiNER}} 의 기본 도구입니다.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,비행기
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,목재 가구 및 품목을 모양으로 면도하는 데 사용됩니다. {{PROFESSION.CARPENTER}} 의 기본 도구입니다.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,롤링 핀
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,반죽을 준비하는 데 사용됩니다. {{PROFESSION.CHEF}} 에서 사용하는 도구 중 하나입니다.
TOOL.SAW.NOUN,A carpenter's saw,Saw,톱
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,나무를 모양으로 자르는 데 사용됩니다. {{ROOMS.SAWMILL}} 에서 목재를 절단하는 데 필요합니다.
TOOL.SMALL.HAMMER.NOUN,,Hammer,망치
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,돌과 금속의 작은 항목을 모양으로 강타하는 데 사용됩니다. {{PROFESSION.BLACKSMITH}} 에서 사용하는 도구 중 하나입니다.
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,집게
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,매우 뜨거운 금속 품목을 보관하는 데 사용됩니다. 금속 광석을 제련하는 과정에서 사용됩니다.

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,{{재료 유형.명사}} 나무

TUTORIAL.1.A,,"Your settlers have three basic needs to fulfil: food, drink and somewhere to sleep. Although they will complain about it for now, they can drink from the nearby river and sleep on the ground. What they can’t do is magic up some food from nowhere (at least, not without a mage around!) so we will focus on food to begin with.","귀하의 정착민은 음식, 음료 및 수면 어딘가에 세 가지 기본 요구 사항을 충족해야합니다. 그들은 지금 그것에 대해 불평 할 것이지만, 그들은 근처의 강에서 마시고 지상에서 잠을 잘 수 있습니다. 그들이 할 수없는 것은 아무데도 음식을 마술 위로 올리는 것입니다 (적어도 마법사가 없으면!) 그래서 우리는 시작하는 음식에 초점을 맞출 것입니다."
TUTORIAL.1.B,,"The first thing you should do each spring is ensure that enough crops have been planted for the harvest in autumn. Farming is a reliable and sustainable food source, but you need to make sure you have enough crops to feed your population between each annual harvest.",봄마다 가장 먼저해야 할 일은 가을에 수확을 위해 충분한 작물이 심어 졌는지 확인하는 것입니다. 농업은 신뢰할 수 있고 지속 가능한 식량 공급원이지만 매년 수확할 때마다 인구를 먹일 수 있는 충분한 작물이 있는지 확인해야 합니다.
TUTORIAL.1.C,,"A good rule of thumb to follow is to ensure you have 10 tiles of crops being sown for each settler in your population. Currently there are 7 settlers milling around, so go ahead and click “{{GUI.ZONES_LABEL}}” > “{{ROOMS.FARM}}”, and designate / drag out several farm plots on a grassy area.",따라야 할 엄지 손가락의 좋은 법칙은 인구의 각 정착민에 대해 10개의 작물 타일이 뿌려져 있는지 확인하는 것입니다. 현재 7명의 정착민들이 밀집하고 있으므로 “{{GUI.ZONES_LABEL}}” > “{{ROOMS.FARM}}”을 클릭하고 풀밭의 여러 농장을 지정/끕니다.
TUTORIAL.2.A,,"With nothing else to do, your settlers will start preparing these {{ROOMS.FARM.PLURAL}} by tilling the earth to be ready for seeds to be sown. This doesn’t require any special tools or knowledge so everyone should get involved.","할 일이 없으면, 당신의 정착민들은 씨를 뿌릴 준비를 위해 지구를 경작하여 {{ROOMS.FARM.PLURAL}} 을 준비하기 시작할 것입니다. 이것은 특별한 도구나 지식을 필요로하지 않으므로 모든 사람이 참여해야합니다."
TUTORIAL.2.B,,"This prepares the plot to be sown, but you need to select which crop to grow on each farm plot before a farmer will come and plant the relevant seeds. Your settlers have brought with them a selection of different seeds. You can click “Resources” in the upper-right to get a breakdown of all the items in your settlement.",이렇게하면 뿌릴 음모가 준비되지만 농부가 와서 관련 씨앗을 심기 전에 각 농장 음모에서 자랄 작물을 선택해야합니다. 당신의 정착민들은 그들과 함께 다른 씨앗을 선택했습니다. 오른쪽 위에 있는 “리소스”를 클릭하여 정산 내 모든 아이템에 대한 분석을 확인할 수 있습니다.
TUTORIAL.2.C,,"For the seeds to actually be available to your farmers, they need to be in a stockpile compared to being held in a dwarf’s inventory like they are currently. Click {{GUI.ZONES_LABEL}} > {{ROOMS.STOCKPILES}} > {{STOCKPILE.GROUP.SEEDS}} (you can right-click to go back up to a previous menu) and designate an area to be used for seeds to be stored.","씨앗을 농부들이 실제로 사용할 수 있게 하려면, 현재 드워프의 인벤토리에 보관하는 것과 비교해서 비축해야 합니다. {{GUI.ZONES_LABEL}} > {{ROOMS.STOCKPILES}} (마우스 오른쪽 버튼을 클릭하여 이전 메뉴로 돌아갈 수 있음) 을 클릭하고 {{STOCKPILE.GRANARY}} 으로 사용할 영역을 지정합니다. 여기서 씨앗과 곡물이 저장됩니다."
TUTORIAL.2.D,,Your settlers have also brought a bunch of tools with them what will need moving around. From {{ROOMS.STOCKPILES}} also choose {{STOCKPILE.GROUP.TOOLS}} and designate another area to be used to store tools.,
TUTORIAL.3.A,,"After some time your settlers should put items they are not using into stockpiles, like the seeds that are to be sown.",얼마 후 정착민들은 뿌려야 할 씨앗처럼 비축으로 사용하지 않는 물건을 넣어야 합니다.
TUTORIAL.3.B,,"Left-click on each of the {{ROOMS.FARM.PLURAL}} and select a crop to be planted there. Don’t select {{VEGETABLE.BARLEY}} or {{VEGETABLE.HOPS}} for now, as these crops are used in the production of beer, not food.",각 {{ROOMS.FARM.PLURAL}} 을 마우스 왼쪽 버튼으로 클릭하고 그곳에 심을 작물을 선택합니다. 지금은 {{VEGETABLE.BARLEY}} 또는 {{VEGETABLE.HOPS}} 을 선택하지 마십시오. 이 작물은 음식이 아닌 맥주 생산에 사용됩니다.
TUTORIAL.4.A,,Your {{PROFESSION.FARMER.PLURAL}} will now get to work sowing the seeds you have selected to these {{ROOMS.FARM.PLURAL}}. Sowing seeds does not require any special tools but you might want to assign more settlers as {{PROFESSION.FARMER.PLURAL}}. Left-click on a settler who is wandering around aimlessly.,귀하의 {{PROFESSION.FARMER.PLURAL}} 이 (가) {{ROOMS.FARM.PLURAL}} 에 선택한 씨앗을 뿌릴 수 있게 됩니다. 씨앗 파종에는 특별한 도구가 필요하지 않지만 {{PROFESSION.FARMER.PLURAL}} 으로 더 많은 정착민을 할당하고 싶을 수도 있습니다. 목적없이 돌아 다니는 정착민을 마우스 왼쪽 버튼으로 클릭하십시오.
TUTORIAL.4.B,,"Clicking on a settler lets you see their name, professions, inventory, needs and happiness. Click on the blank square button next to their other professions to set a 3rd and final profession as a {{PROFESSION.FARMER.NOUN}}.","정착민을 클릭하면 자신의 이름, 직업, 재고, 필요와 행복을 볼 수 있습니다. 다른 직업 옆에 있는 빈 사각형 버튼을 클릭하여 세 번째 직업과 마지막 직업을 {{PROFESSION.FARMER.NOUN}} 으로 설정합니다."
TUTORIAL.4.C,,"Note that some jobs require the settler to have a specific tool in their inventory, and if none are available in the settlement they won’t work on the jobs that require it. For example, you can assign more settlers as a {{PROFESSION.WOODCUTTER}}, but they can’t chop down trees without an available {{TOOL.AXE.NOUN}}.","일부 작업은 정산자에게 인벤토리에 특정 도구가 있어야 하며, 정산에서 사용할 수 있는 도구가 없는 경우 필요한 작업에서는 작동하지 않습니다. 예를 들어, 더 많은 정착민을 {{PROFESSION.WOODCUTTER}} 로 지정할 수 있지만 사용 가능한 {{TOOL.AXE.NOUN}} 이 없으면 나무를 잘라낼 수 없습니다."
TUTORIAL.5.A,,"Your crops will now grow and eventually be harvested by your {{PROFESSION.FARMER.PLURAL}} in the {{SEASON.AUTUMN}}. Some crops can be planted again later in the year and survive through the {{SEASON.WINTER}}, but some do not. To get the most out of your crops, it is best to produce soup from the vegetables harvested, or bread from grain.",당신의 작물은 이제 {{PROFESSION.FARMER.PLURAL}} 에 당신의 {{SEASON.AUTUMN}} 에 의해 수확됩니다. 일부 작물은 올해 후반에 다시 심어 {{SEASON.WINTER}} 을 통해 생존할 수 있지만 일부는 그렇지 않습니다. 작물을 최대한 활용하려면 수확 한 채소에서 수프를 생산하거나 곡물에서 빵을 만드는 것이 가장 좋습니다.
TUTORIAL.5.B,,"Let’s get a {{ROOMS.KITCHEN}} set up to produce soup once your crops are ready. Go to the top level menu then {{GUI.ZONES_LABEL}} > {{ROOMS.KITCHEN}} and drag out a {{ROOMS.KITCHEN}} area. At this point in the development of King under the Mountain it does not matter if it is outside or indoors, but in the future you’ll want all your rooms to have a ceiling to protect them from the elements.","작물이 준비되면 {{ROOMS.KITCHEN}} 을 (를) 만들어 봅시다. 상위 레벨 메뉴로 이동한 다음 {{ZONES.LABEL}} > {{ROOMS.KITCHEN}} 을 (를) 클릭하고 {{ROOMS.KITCHEN}} 영역을 드래그합니다. 그것은 외부 또는 실내에있는 경우 산 아래 왕의 개발이 시점에서 그것은 중요하지 않습니다, 하지만 미래에 당신은 모든 객실 요소로부터 그들을 보호하기 위해 천장을 가지고 할 것입니다."
