KEY,NOTES,ENGLISH,FRENCH
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Cet atelier produit la plupart des objets en pierre.
ROOMS.METALWORKS,,Metalworks,Métallurgie
ROOMS.METALWORKS.TOOLTIP,,Metal ore is refined and used in crafting here.,Le minerai métallique est raffiné et utilisé dans l'artisanat ici.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Champignonnière
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,Les champignons peuvent être cultivés en utilisant {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} et {{RESOURCE.LOGS.PLURAL}}.
ROOMS.SAWMILL,,Sawmill,Scierie
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,{{RESOURCE.LOGS.PLURAL}} en bois sont raffinés en {{RESOURCE.PLANKS.PLURAL}} ici.
ROOMS.STOCKPILES,,Stockpiles,Réserves
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Les articles inutilisés sont placés dans des stocks pour un accès facile.

SEASON.AUTUMN,,Autumn,Automne
SEASON.SPRING,,Spring,Printemps
SEASON.SUMMER,,Summer,Été
SEASON.WINTER,,Winter,Hiver

SEED.BARLEY_SEED,,Barley,Orge
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un grain utilisé uniquement dans la production de bière. Peut être planté dans {{SEASON.SPRING}}, {{SEASON.SUMMER}} ou {{SEASON.AUTOMN}}."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Berserker
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,Un champignon avec un chapeau rose-rouge portant des taches blanches. Il a des propriétés hallucinogènes que les guerriers utilisent parfois pour préparer la bataille.
SEED.CARROT_SEED,,Carrot,Carotte
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un légume racinaire robuste qui survit au gel {{SEASON.WINTER}}. Les carottes poussent rapidement mais ne produisent qu'une petite récolte. Peut être planté dans {{SEASON.SPRING}}, {{SEASON.SUMMER}} ou {{SEASON.AUTOMN}}."
SEED.CORN_SEED,,Corn,Maïs
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Un grain de céréales également connu sous le nom de maïs. Il produit une récolte abondante mais prend environ 2 saisons pour croître et ne peut pas survivre à {{SEASON.WINTER}}, donc il faut planter au début de {{SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Amanite phalloïde
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Un champignon très toxique avec un chapeau large et plat. Manger même une petite quantité causera presque certainement un empoisonnement qui peut conduire à la mort.
SEED.ELFSBANE_SPAWN,,Elfsbane,Fléau des Elfes
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Ce champignon a un goût simple et sans saveur pour la plupart des humanoïdes. Curieusement, il a un goût absolument dégoûtant pour les elfes, qui réagissent souvent avec des vomissements explosifs à la consommation, ou dans des cas extrêmes, une crise cardiaque."
SEED.FIST_SPAWN,,Fist,Fist
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Un champignon noir-bleu au goût métallique. Il est nommé par un groupe de bardes de l'âge des ténèbres.
SEED.GLOW_SPAWN,,Glow,Champignon lumineux
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,Un champignon imprégné de magie qui émet de la lumière et change de couleur au fil des saisons.
SEED.HOPS_SEED,,Hops,Houblon
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Une fleur utilisée pour aromatiser la bière. Doit être planté dans {{SEASON.SPRING}}.
SEED.MILTONIA_SPAWN,,Miltonia,Miltonia
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Autrefois considéré comme n'existant que dans la région de Hudds, il est maintenant présent dans le monde entier."
SEED.POTATO_SEED,,Potato,Pomme de terre
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un légume racine féculent qui peut survivre {{SEASON.WINTER}} ce qui en fait un bon choix pour la plupart des colonies. Peut être planté dans {{SEASON.SPRING}}, {{SEASON.SUMMER}} ou {{SEASON.AUTOMN}}."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Mycène à pied rouge
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Fat Hat, Dump Turban, Casque gonflé; Ce champignon légendaire porte de nombreux noms. Selon la légende, il y a longtemps, de nombreuses communautés de nains vivaient entièrement sur une souche domestiquée de ce champignon."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomycota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,Un champignon tacheté blanc et noir. Il a été connu pour affecter l'apparence de ceux qui l'ingèrent.
SEED.SUNGLOW_SPAWN,,Sunglow,Sunglow
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Un champignon jaune vif qui brille avec l'apparence de la lumière du soleil. Il perd cette lueur au moment où il est récolté.
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Syrup powder
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Un champignon rond orange/jaune avec un dessous blanc. On dit qu'il a été utilisé par les mages il y a longtemps, mais dans quel but, personne ne sait."
SEED.TOMATO_SEED,,Tomato,Tomate
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Une plante qui pousse de grandes baies rouges souvent utilisées comme légume. Ne peut être planté que dans {{SEASON.SPRING}}.
SEED.WHEAT_SEED,,Wheat,Blé
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Grain de céréales généralement utilisé pour la production de pain. Il peut survivre à {{SEASON.WINTER}} mais prend un certain temps à pousser, donc il est planté dans {{SEASON.SPRING}} ou {{SEASON.AUTOMN}}."

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Arbuste

STOCKPILE.GRANARY,,Granary,Grange
STOCKPILE.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,Stocker les grains et les graines qui n'expireront pas.
STOCKPILE.PANTRY,,Pantry,Cellier
STOCKPILE.PANTRY.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,Stocke fruits et légumes récoltés qui peuvent expirer.
STOCKPILE.RESOURCES,,Resources,Ressources
STOCKPILE.RESOURCES.TOOLTIP,,Stores most kinds of resources which do not belong to other types of stockpiles.,Stocke la plupart des types de ressources qui n'appartiennent pas à d'autres types de stocks.
STOCKPILE.TOOLS,,Tools,Outils
STOCKPILE.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,Stocke les outils nécessaires pour travailler sur des travaux.

STONE.BASALT.ADJECTIVE,,Basalt,en basalte
STONE.BASALT.NOUN,,Basalt,Basalte
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,Une roche ignée formée par le refroidissement rapide de la lave. Presque toute la roche volcanique dans le monde est basalte.
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,en dolomie
STONE.DOLOSTONE.NOUN,,Dolostone,Dolimie
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.","Une roche sédimentaire composée principalement de la dolomite minérale, de sorte qu'elle est également connue sous le nom de roche dolomite."
STONE.FRONITE.ADJECTIVE,,Frónite,Frónite
STONE.FRONITE.NOUN,,Frónite,Frónite
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,Un rocher aux teintes bleues que l'on trouve surtout sur une île glacée au nord. Il a une teneur élevée en fer.
STONE.GRANITE.ADJECTIVE,,Granite,en granite
STONE.GRANITE.NOUN,,Granite,Granite
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.","Un type commun de roche ignée. Il a une grande proportion de quartz, ce qui le rend bon pour localiser certaines pierres précieuses."
STONE.LIMESTONE.ADJECTIVE,,Limestone,en calcaire
STONE.LIMESTONE.NOUN,,Limestone,Calcaire
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,Une roche sédimentaire aux couleurs claires qui constitue un bon matériau de construction. Il est également utilisé comme flux dans la production de {{METAL.STEEL.NOUN}}.
STONE.MARBLE.ADJECTIVE,,Marble,en marbre
STONE.MARBLE.NOUN,,Marble,Marbre
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,Une roche métamorphique qui est utilisée comme matériau de haute qualité pour la sculpture et la maçonnerie en raison de son aspect brillant.
STONE.SANDSTONE.ADJECTIVE,,Sandstone,en grès
STONE.SANDSTONE.NOUN,,Sandstone,Grès
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ",Une roche sédimentaire composée de fragments de sable.
STONE.SHALE.ADJECTIVE,,Shale,en roche argileuse
STONE.SHALE.NOUN,,Shale,Roche argileuse
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,Une roche sédimentaire à grains fins composée de boue pressurisée. Il peut être facilement divisé en couches minces.
STONE.SLATE.ADJECTIVE,,Slate,en ardoise
STONE.SLATE.NOUN,,Slate,Ardoise
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,Roche métamorphique habituellement formée de {{STONE.SHALE.NOUN}}. Il est souvent transformé en tuiles pour la toiture ou l'écriture.

TOOL.AXE.NOUN,,Axe,Hâche
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,Utilisé pour couper les arbres. L'outil principal d'un {{PROFESSION.WOODCUTTER}}.
TOOL.CHISEL.NOUN,,Chisel,Burin
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,Utilisé pour sculpter la roche. Un des outils utilisés par un {{PROFESSION.STONEMASON}}.
TOOL.FISHING.ROD.NOUN,,Fishing rod,Canne à pêche
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,Utilisé pour attraper du poisson dans un plan d'eau. L'outil principal d'un {{PROFESSIon.FISHER}}.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,Couteau de cuisine
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","Utilisé pour préparer les aliments, en particulier la viande."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,Gros marteau
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,Utilisé pour mettre en forme de gros objets de pierre et de métal. L'outil principal d'un {{PROFESSION.BLACKSMITH}}.
TOOL.PICKAXE.NOUN,,Pickaxe,Pioche
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,Utilisé pour casser la pierre en petits morceaux. Outil principal d'un {{profession.miner}}.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,Rabot
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,Utilisé pour raboter les meubles en bois et les objets. L'outil principal d'un {{PROFESSION.CARPENTER}}.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,Rouleau à pâtisserie
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,Utilisé pour préparer la pâte. Un des outils utilisés par un {{PROFESSION.CHEF}}.
TOOL.SAW.NOUN,A carpenter's saw,Saw,Scie
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,Utilisé pour couper les bûches de bois en planche. Requis pour couper du bois dans le {{ROOMS.SAWMILL}}.
TOOL.SMALL.HAMMER.NOUN,,Hammer,Marteau
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,Utilisé pour mettre en forme de petits objets de pierre et de métal. Un des outils utilisés par un {{PROFESSION.BLACKSMITH}}.
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,Pinces
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,Utilisé pour maintenir des objets métalliques extrêmement chauds. Utilisé dans le processus de fusion du minerai.

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,{{materialType.noun}}

TUTORIAL.1.A,,"Your settlers have three basic needs to fulfil: food, drink and somewhere to sleep. Although they will complain about it for now, they can drink from the nearby river and sleep on the ground. What they can’t do is magic up some food from nowhere (at least, not without a mage around!) so we will focus on food to begin with.","Vos colons ont trois besoins fondamentaux à satisfaire: la nourriture, la boisson et un endroit où dormir. Bien qu'ils se plaindront à ce sujet pour l'instant, ils peuvent boire de la rivière voisine et dormir sur le sol. Ce qu'ils ne peuvent pas faire, c'est maginer de la nourriture de nulle part (du moins, pas sans un mage autour!) nous allons donc nous concentrer sur la nourriture pour commencer."
TUTORIAL.1.B,,"The first thing you should do each spring is ensure that enough crops have been planted for the harvest in autumn. Farming is a reliable and sustainable food source, but you need to make sure you have enough crops to feed your population between each annual harvest.","La première chose que vous devriez faire chaque printemps est de vous assurer que suffisamment de cultures ont été plantées pour la récolte en automne. L'agriculture est une source alimentaire fiable et durable, mais vous devez vous assurer d'avoir suffisamment de cultures pour nourrir votre population entre chaque récolte annuelle."
TUTORIAL.1.C,,"A good rule of thumb to follow is to ensure you have 10 tiles of crops being sown for each settler in your population. Currently there are 7 settlers milling around, so go ahead and click “{{GUI.ZONES_LABEL}}” > “{{ROOMS.FARM}}”, and designate / drag out several farm plots on a grassy area.","Une bonne règle générale à suivre est de vous assurer que vous avez 10 tuiles de cultures à semer pour chaque colon de votre population. Actuellement, il y a 7 colons qui fraisent, alors allez-y et cliquez sur «{{GUI.ZONES_LABEL}}» > «{{ROOMS.FARM}}», et désignez-en plusieurs parcelles de ferme sur une zone herbeuse."
TUTORIAL.2.A,,"With nothing else to do, your settlers will start preparing these {{ROOMS.FARM.PLURAL}} by tilling the earth to be ready for seeds to be sown. This doesn’t require any special tools or knowledge so everyone should get involved.","Sans rien d'autre à faire, vos colons commenceront à préparer ces {{ROOMS.FARM.PLURAL}} en labourant la terre pour être prête à semer les graines. Cela ne nécessite pas d'outils ou de connaissances spéciaux, donc tout le monde devrait s'impliquer."
TUTORIAL.2.B,,"This prepares the plot to be sown, but you need to select which crop to grow on each farm plot before a farmer will come and plant the relevant seeds. Your settlers have brought with them a selection of different seeds. You can click “Resources” in the upper-right to get a breakdown of all the items in your settlement.","Cela prépare la parcelle à semer, mais vous devez sélectionner la culture à cultiver sur chaque parcelle avant qu'un agriculteur vienne planter les graines pertinentes. Vos colons ont apporté avec eux une sélection de graines différentes. Vous pouvez cliquer sur «Ressources» en haut à droite pour obtenir une ventilation de tous les articles de votre règlement."
TUTORIAL.2.C,,"For the seeds to actually be available to your farmers, they need to be in a stockpile compared to being held in a dwarf’s inventory like they are currently. Click {{GUI.ZONES_LABEL}} > {{ROOMS.STOCKPILES}} > {{STOCKPILE.GRANARY}} (you can right-click to go back up to a previous menu) and designate an area to be used as a {{STOCKPILE.GRANARY}}, where seeds and grains are stored. ","Pour que les semences soient réellement disponibles pour vos agriculteurs, elles doivent être dans un stock par rapport à être conservées dans l'inventaire d'un nain comme elles le sont actuellement. Cliquez sur {{GUI.ZONES_LABEL}} > {{ROOMS.STOCKPILES}} > {{STOCKPILE.GRANARY}} (vous pouvez cliquer avec le bouton droit pour revenir à un menu précédent) et désigner une zone à utiliser comme {{STOCKPILE.GRANARY}}, où les graines et les grains sont stockés."
TUTORIAL.2.D,,Your settlers have also brought a bunch of tools with them what will need moving around. From {{ROOMS.STOCKPILES}} also choose {{STOCKPILE.TOOLS}} and designate another area to be used to store tools.,
TUTORIAL.3.A,,"After some time your settlers should put items they are not using into stockpiles, like the seeds that are to be sown.","Après un certain temps, vos colons devraient mettre des articles qu'ils n'utilisent pas dans des stocks, comme les graines à semer."
TUTORIAL.3.B,,"Left-click on each of the {{ROOMS.FARM.PLURAL}} and select a crop to be planted there. Don’t select {{VEGETABLE.BARLEY}} or {{VEGETABLE.HOPS}} for now, as these crops are used in the production of beer, not food.","Cliquez avec le bouton gauche sur chacun des {{ROOMS.FARM.PLURAL}} et sélectionnez une culture à planter. Ne sélectionnez pas {{VEGETABLE.BARLEY}} ou {{VEGETABLE.HOPS}} pour l'instant, car ces cultures sont utilisées dans la production de bière, et non dans les aliments."
TUTORIAL.4.A,,Your {{PROFESSION.FARMER.PLURAL}} will now get to work sowing the seeds you have selected to these {{ROOMS.FARM.PLURAL}}. Sowing seeds does not require any special tools but you might want to assign more settlers as {{PROFESSION.FARMER.PLURAL}}. Left-click on a settler who is wandering around aimlessly.,"Votre {{PROFESSION.FARMER.PLURAL}} va maintenant travailler en semant les graines que vous avez sélectionnées pour ces {{ROOMS.FARM.PLURAL}}. Semer des graines ne nécessite pas d'outils spéciaux, mais vous pouvez affecter plus de colons comme {{PROFESSION.FARMER.PLURAL}}. Faites un clic gauche sur un colon qui se promène sans but."
TUTORIAL.4.B,,"Clicking on a settler lets you see their name, professions, inventory, needs and happiness. Click on the blank square button next to their other professions to set a 3rd and final profession as a {{PROFESSION.FARMER.NOUN}}.","Cliquer sur un colon vous permet de voir son nom, ses professions, son inventaire, ses besoins et son bonheur. Cliquez sur le bouton carré à côté de leurs autres professions pour définir une 3e et dernière profession en tant que {{PROFESSION.FARMER.NOUN}}."
TUTORIAL.4.C,,"Note that some jobs require the settler to have a specific tool in their inventory, and if none are available in the settlement they won’t work on the jobs that require it. For example, you can assign more settlers as a {{PROFESSION.WOODCUTTER}}, but they can’t chop down trees without an available {{TOOL.AXE.NOUN}}.","Notez que certains travaux exigent que le Settler dispose d'un outil spécifique dans son inventaire, et si aucun n'est disponible dans le règlement, ils ne travailleront pas sur les travaux qui le nécessitent. Par exemple, vous pouvez assigner plus de settlers en tant que {{PROFESSION.WOODCUTTER}}, mais ils ne peuvent pas couper les arbres sans {{TOOL.AXE.NOUN}} disponible."
TUTORIAL.5.A,,"Your crops will now grow and eventually be harvested by your {{PROFESSION.FARMER.PLURAL}} in the {{SEASON.AUTUMN}}. Some crops can be planted again later in the year and survive through the {{SEASON.WINTER}}, but some do not. To get the most out of your crops, it is best to produce soup from the vegetables harvested, or bread from grain.","Vos cultures vont maintenant croître et éventuellement être récoltées par votre {{PROFESSION.FARMER.PLURAL}} dans le {{SEASON.AUTUMN}}. Certaines cultures peuvent être plantées à nouveau plus tard dans l'année et survivre à la {{SEASON.WINTER}}, mais d'autres ne le font pas. Pour tirer le meilleur parti de vos cultures, il est préférable de produire de la soupe à partir des légumes récoltés, ou du pain à partir de céréales."
TUTORIAL.5.B,,"Let’s get a {{ROOMS.KITCHEN}} set up to produce soup once your crops are ready. Go to the top level menu then {{GUI.ZONES_LABEL}} > {{ROOMS.KITCHEN}} and drag out a {{ROOMS.KITCHEN}} area. At this point in the development of King under the Mountain it does not matter if it is outside or indoors, but in the future you’ll want all your rooms to have a ceiling to protect them from the elements.","Obtenons un {{ROOMS.KITCHEN}} configuré pour produire de la soupe une fois que vos cultures seront prêtes. Allez dans le menu de niveau supérieur puis {{ZONES.LABEL}} > {{ROOMS.KITCHEN}} et faites glisser une zone {{ROOMS.KITCHEN}}. À ce stade dans le développement de King sous la montagne, il n'a pas d'importance si elle est à l'extérieur ou à l'intérieur, mais à l'avenir, vous voudrez que toutes vos pièces aient un plafond pour les protéger des éléments."
TUTORIAL.5.C,,"Unlike farm plots, kitchens (and most other rooms) need furniture to function. Click “Furniture” when you have placed a kitchen zone and you’ll be presented with the furniture that can be added. To produce soup, you need to build a {{FURNITURE.WATER_BARREL}}, {{FURNITURE.KITCHEN_WORKTOP}} and {{FURNITURE.CAULDRON}} in the same kitchen zone. Also, designate a {{STOCKPILE.PANTRY}} area to store any harvested crops.","Contrairement aux parcelles agricoles, les cuisines (et la plupart des autres pièces) ont besoin de meubles pour fonctionner. Cliquez sur «Meubles» lorsque vous avez placé une zone de cuisine et vous serez présenté avec les meubles qui peuvent être ajoutés. Pour produire de la soupe, vous devez construire un {{FURNITURE.WATER_BARREL}}, {{FURNITURE.KITCHEN_WORKTOP}} et {{FURNITURE.CAULDRON}} dans la même zone de cuisine. Désignez également une zone {{STOCKPILE.PANTRY}} pour stocker toutes les cultures récoltées."
TUTORIAL.6.A,,"When your crops have been harvested, cooks will bring vegetables to the {{FURNITURE.KITCHEN_WORKTOP}} before adding them to the {{FURNITURE.CAULDRON}} with water and producing soup! Making soup and baking bread means your food supplies will go much further - a single vegetable will feed a dwarf for a single meal, but 3 vegetables cooked into soup will provide 12 meals!","Une fois vos cultures récoltées, les cuisiniers apporteront des légumes au {{FURNITURE.KITCHEN_WORKTOP}} avant de les ajouter au {{FURNITURE.CHEFS_CAULDRON}} avec de l'eau et de la soupe! Faire de la soupe et cuire du pain signifie que vos provisions alimentaires iront beaucoup plus loin - un seul légume nourrira un nain pour un seul repas, mais 3 légumes cuits dans la soupe fourniront 12 repas!"
TUTORIAL.6.B,,"Eventually this kitchen will produce a cauldron full of steaming hot soup, but the cooks don’t like other dwarves getting in the way in their kitchen, so instead you need to have the soup brought to a feasting hall for the whole settlement to enjoy. Designate a feasting hall by clicking on {{GUI.ZONES_LABEL}} > {{ROOMS.FEASTING_HALL}}, then add a {{FURNITURE.CAULDRON}} to it. Note that a feasting hall cauldron won’t be placed until a cauldron containing thick, delicious soup is available.","Finalement, cette cuisine produira un chaudron plein de soupe chaude à la vapeur, mais les cuisiniers n'aiment pas que les autres nains se gênent dans leur cuisine, alors vous devez plutôt faire apporter la soupe dans une salle de fête pour que tout le village puisse profiter. Désignez une salle de fête en cliquant sur {{ZONES.LABEL}} > {{ROOMS.FEASTING_HALL}}, puis ajoutez un {{FURNITURE.CAULDRON}}. Notez qu'un chaudron de la salle de fête ne sera pas placé tant qu'un chaudron contenant une soupe épaisse et délicieuse n'est pas disponible."
TUTORIAL.7.A,,Over time you will want to expand your food production but this will keep our small settlement nourished for the upcoming winter - your settlers have brought rations to sustain them while the first crops grow.,"Au fil du temps, vous voudrez augmenter votre production alimentaire, mais cela gardera notre petite colonie nourrie pour l'hiver à venir - vos colons ont apporté des rations pour les soutenir pendant que les premières cultures poussent."
TUTORIAL.7.B,,"Most items and furniture are produced out of {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} or {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}. It’s important to maintain a large supply of these. {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} are produced in a {{ROOMS.SAWMILL}}, and {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} are crafted by a {{PROFESSION.STONEMASON}} in a {{ROOMS.MASONRY_WORKSHOP}}. Place one of each of these zones, and build a {{FURNITURE.WOODCUTTERS_BENCH}} and {{FURNITURE.STONEMASON_WORKBENCH}} in them.","La plupart des articles et des meubles sont produits à partir de {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} ou {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}. Il est important de maintenir une grande quantité de ceux-ci. {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} sont produits dans un {{ROOMS.SAWMILL}}, et {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} {{PROFESSION.STONEMASON}} {{RESOURE.RESOURE.RESOURCE.RESOUREINER. Placez l'une de ces zones et construisez les {{ROOMS.MASONRY_WORKSHOP}} et {{FURNITURE.WOODCUTTERS_BENCH}} dans ces zones."
