KEY,NOTES,ENGLISH,TURKISH
ORE.NATIVE_GOLD.TOOLTIP,,Naturally-occuring {{METAL.GOLD}} which must be smelted before use.,Doğada meydana gelmiş ancak kullanılmadan önce eritilmesi gereken {{METAL.GOLD}}
ORE.NATIVE_PLATINUM.ADJECTIVE,,Native platinum,Reinplatin
ORE.NATIVE_PLATINUM.NOUN,,Native platinum,Reinplatin
ORE.NATIVE_PLATINUM.TOOLTIP,,Naturally-occuring {{METAL.PLATINUM}} which must be smelted before use.,"NatÃ¼rlich vorkommendes {{METAL.PLATINUM}}, das geschmolzen werden muss bevor es verwendet werden kann."
ORE.NATIVE_SILVER.ADJECTIVE,,Native silver,Reinsilber
ORE.NATIVE_SILVER.NOUN,,Native silver,Reinsilber
ORE.NATIVE_SILVER.TOOLTIP,,Naturally-occuring {{METAL.SILVER}} which must be smelted before use.,"NatÃ¼rlich vorkommendes {{METAL.SILVER}}, das geschmolzen werden muss bevor es verwendet werden kann."
ORE.POLLUCITE.ADJECTIVE,,Pollucite,Polüsit
ORE.POLLUCITE.NOUN,,Pollucite,Polüsit
ORE.POLLUCITE.TOOLTIP,,"Pollucite is an ore of Caesium, which is currently too dangerous to produce. Particularly crazy dwarven metalsmiths are currently trying to find a reliable method of production.","Pollucit ist ein CÃ¤siumerz, dessen FÃ¶rderung derzeit zu gefÃ¤hrlich ist. Besonders verrÃ¼ckte zwergische Metallschmiede versuchen trotzdem eine zuverlÃ¤ssige Herstellungsmethode zu finden."
ORE.PYRITE.ADJECTIVE,,Fool's gold,Ahmak Altını
ORE.PYRITE.NOUN,,Fool's gold,Ahmak Altını
ORE.PYRITE.TOOLTIP,,"Also known as Pyrite, its pale-yellow appearance causes some to mistake it for gold. It has several uses when crushed, but care must be taken as it sparks when struck.",Pirit olarak da bilinir. Soluk altın rengi nedeni altın ile karıştırılır. Öğütülmüş hali birden fazla alanda kullanılmaktadır ancak kazılırken kıvılcım çıkardığı için dikkatli olunmalıdır.
ORE.THORIUM.ADJECTIVE,,Thorium,Toryum
ORE.THORIUM.NOUN,,Thorium,Toryum
ORE.THORIUM.TOOLTIP,,A silvery metallic ore which turns black when exposed to air. It is strangely warm to the touch.,"Hava ile temas ettiğinde rengi siyaha dönen, metalik gümüş rengine sahip bir cevher. Garip bir şekilde ısı yaymaktadır."
ORE.WOLFRAMITE.ADJECTIVE,,Wolframite,Wolframit
ORE.WOLFRAMITE.NOUN,,Wolframite,Wolframit
ORE.WOLFRAMITE.TOOLTIP,,A metallic ore which complicates the smelting of tin. It has too high a melting point to be smelted with normal processes.,Kalayın eritilme sürecini zorlaştıran bir metal cevheri. Erime noktası normal işlemler ile ulaşılabilmek için fazla yüksek.

OTHER.ASH,,Charred,
OTHER.BRICK.NOUN,,Brick,Tugla
OTHER.CLAY_SOIL.NOUN,,Clay soil,Kil Toprak
OTHER.GRASS.NOUN,,,Çimen

PRIORITY.DISABLED,,Disabled,Devre Dışı
PRIORITY.HIGHER,,Higher,Yüksek
PRIORITY.HIGHEST,,Highest,En Yüksek
PRIORITY.LOWER,,Lower,Düşük
PRIORITY.LOWEST,,Lowest,En Düşük
PRIORITY.NORMAL,,Normal,Normal

PRIVACY.OPT_IN.ACCEPT_BUTTON,,I accept,Kabul ediyorum
PRIVACY.OPT_IN.DO_NOT_ACCEPT_BUTTON,,Disable reporting,Raporlamayı kapat
PRIVACY.OPT_IN.LINE_1,,King under the Mountain is in active development. To help,King under the Mountain halihazırda yapım aşamasında. Yardımcı olmak için
PRIVACY.OPT_IN.LINE_10,,- The stack trace of the exception which caused the crash,Çökmeye neden olan durumun stack track dosyası.
PRIVACY.OPT_IN.LINE_2,,"diagnose and fix bugs, please click ""I accept"" below to","Hataları teşhis etmek ve düzeltmek için, lütfen aşağıda bulunan ‘Kabul Ediyorum’a tıklayın."
PRIVACY.OPT_IN.LINE_3,,send anonymous crash reports automatically.,anonim çökme raporlarını otomatik gönder.
PRIVACY.OPT_IN.LINE_4,," "," "
PRIVACY.OPT_IN.LINE_5,,This is made up of only the following data:,Bu rapor şu bilgileri içermektedir:
PRIVACY.OPT_IN.LINE_6,,- The version of the game client,- Oyun istemcisinin versiyonu
PRIVACY.OPT_IN.LINE_7,,- Your operating system,- Sizin işletim sisteminiz
PRIVACY.OPT_IN.LINE_8,,- Your graphics card and display settings,- Ekran katınız ve görüntüleme ayarlarınız
PRIVACY.OPT_IN.LINE_9,,- Your options settings,- Ayarlarınız

PRODUCT.ANVIL,,Anvil,Örs
PRODUCT.ANVIL.TOOLTIP,,A large block of metal used to hammer heated metal into shape. Required to construct a {{FURNITURE.FORGE}.,Sıcak metal parçalarının şekil vermek için üzerinde dövüldüğü büyük metal blok. {{FURNITURE.FORGE} inşa etmek için gereklidir.
PRODUCT.BARREL.HOOPS,,Barrel hoops,Metal Fıçı Çemberleri
PRODUCT.BARREL.HOOPS.TOOLTIP,,Metal hoops used to construct a {{PRODUCT.BARREL.NOUN}}. Also used in some machinery.,"Metal çemberler, {{PRODUCT.BARREL.NOUN}} üretiminde ve bazı makinelerde kullanılır."
PRODUCT.BARREL.NOUN,,Barrel,Fıçı
PRODUCT.BARREL.PLURAL,,Barrels,Fıçılar
PRODUCT.BARREL.STAVES,,Barrel staves,Fıçı çitaları
PRODUCT.BARREL.STAVES.TOOLTIP,,Curved wooden planks used to construct a {{PRODUCT.BARREL.NOUN}}.,{{PRODUCT.BARREL.NOUN}} yapımında kullanılan kavisli tahta çitalar.
PRODUCT.BARREL.TOOLTIP,,A cylindrical container for liquids. The curved shape makes it easier to roll around.,Silindiri andıran şekle sahip bir sıvı depolama ünitesi. Kavisli şekli etrafta yuvarlamayı kolaylaştırıyor.
PRODUCT.BOWL,A bowl for eating from,Bowl,Kase
PRODUCT.BOWL.DESCRIPTION,E.g. “Bowl of vegetable soup”,Bowl of {{cooking.soup.description}},Bir kase {{cooking.soup.description}}
PRODUCT.BREAD.DOUGH.NOUN,,Dough,Hamur
PRODUCT.BREAD.DOUGH.PLURAL,,Dough,Hamur
PRODUCT.BREAD.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.BREAD.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,{{FURNITURE.BAKING_OVEN}} kullanılarak {{PRODUCT.BREAD.LOAF.PLURAL}} eldilebilen bir tür karışım.
PRODUCT.BREAD.LOAF.NOUN,Translations incorrect and need fixing,Bread loaf,Somun ekmek
PRODUCT.BREAD.LOAF.PLURAL,Translations incorrect and need fixing,Bread loaves,Somun ekmek
PRODUCT.BREAD.LOAF.TOOLTIP,,"Prepared bread, ready to eat!","Zubereitetes Brot, fertig zum Essen!"
PRODUCT.BUCKET.NOUN,,Bucket,Kova
PRODUCT.BUCKET.PLURAL,,Buckets,Kova
PRODUCT.BUCKET.TOOLTIP,,A small container used to move liquids around by hand.,Sıvıların elde taşınması için kullanılan bir kap.
PRODUCT.CAULDRON,A large metal pot for cooking (common with Halloween),Cauldron,Kazan
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.",Kazan {{PROFESSION.CHEF}} tarafından {{ROOMS.KITCHEN}} da çorba yapmak için kullanılır ve ardından  {{ROOMS.FEASTING_HALL}} a taşınır.
PRODUCT.LINEN.NOUN,,Linen,
PRODUCT.LINEN.PLURAL,,Linen,
PRODUCT.LIQUID.TANK,,Tank,Tank
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.","{{FURNITURE.FORGE}} yapılması gerken ve sıvıların saklanmasında kullanılan, metalden yapılma bir kap."
PRODUCT.MILLSTONE,,Millstone,Değirmen taşı
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,Hasat edilmiş mahülleri öğütmek için birbirine sürtünen iki büyük taş disk. {{FURNITURE.FLOUR_MILL}} inşasın da kullanılır.
PRODUCT.RATION.NOUN,,Ration,Pay
PRODUCT.RATION.PLURAL,,Rations,Pay
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.",Bu özelliği vatandaşlarını uzun sürelerde beslemek için kullanabilirsin ancak diğer birincil besin kaynaklarına ihtiyacın olacak.
PRODUCT.ROPE.NOUN,,Rope,
PRODUCT.ROPE.PLURAL,,Ropes,
PRODUCT.STONE.GEAR.NOUN,,Gear,
PRODUCT.STONE.GEAR.PLURAL,,Gears,
PRODUCT.STONE.GEAR.TOOLTIP,,Used in the construction of mechanisms.,
PRODUCT.STONE.PIPE.NOUN,,Pipe,
PRODUCT.STONE.PIPE.PLURAL,,Pipes,
PRODUCT.STONE.PIPE.TOOLTIP,,Used for liquids to flow between tiles underground.,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.NOUN,,Horizontal shaft,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.PLURAL,,Horizontal shafts,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,
PRODUCT.WOODEN.SHAFT.VERTICAL.NOUN,,Vertical shaft,
PRODUCT.WOODEN.SHAFT.VERTICAL.PLURAL,,Vertical shafts,
PRODUCT.WOODEN.SHAFT.VERTICAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,

PROFESSION.BAKER.VERB,,Baking,Pişirmek
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,Demirci
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,Demirci
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,Metalden ürünler yapmanın yanı sıra ayrıca cevherden metal üretir.
PROFESSION.BLACKSMITH.VERB,,Forging,Dövme
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,Bira üreticisi
PROFESSION.BREWER.MALE_NOUN,,Brewer,Bira üreticisi
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,{{ROOMS.BREWERY}} da bira  üretir.
PROFESSION.BREWER.VERB,,Brewing,Mayalama
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Marangoz
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Marangoz
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Tahtadan eşya ve mobilya üretir.
PROFESSION.CARPENTER.VERB,,Crafting,Üretiliyor
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Şef
PROFESSION.CHEF.MALE_NOUN,,Chef,Şef
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,Vatandaşların tarafından tüketilecek tüm yemekleri hazırlar.
PROFESSION.CHEF.VERB,,Cooking,Pişiriliyor
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Çiftci
PROFESSION.FARMER.MALE_NOUN,,Farmer,Çiftçi
PROFESSION.FARMER.PLURAL,,Farmers,Çiftçi
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Ekinleri eker, biçer ve göz kulak olur."
PROFESSION.FARMER.VERB,,Farming,Çiftçilik
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Balıkcı
PROFESSION.FISHER.MALE_NOUN,,Fisher,Balıkcı
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,Yemek veya başka kaynaklar olarak kullanılması için balık tutar.
PROFESSION.FISHER.VERB,,Fishing,Balıkçılık
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Avcı
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Avcı
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Eti ve postu için vahşi hayvanları takip eder ve avlar.
PROFESSION.HUNTER.VERB,,Hunting,Avcılık
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Vali
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Vali
PROFESSION.MAYOR.VERB,,Governing,Yönetim
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Tüccar
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Tüccar
PROFESSION.MERCHANT.VERB,,Trading,Ticaret
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Öğütme
PROFESSION.MINER.FEMALE_NOUN,,Miner,Madenci
PROFESSION.MINER.MALE_NOUN,,Miner,Madenci
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.," {{TOOL.PICKAXE}} kullanarak yeni alanlar kazar."
PROFESSION.MINER.VERB,,Mining,Madencilik
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Soylu
PROFESSION.NOBLE.MALE_NOUN,,Noble,Soylu
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.",Soylular görevlerini sıradan vatandaşlar gibi yerine getirmezler ancak yerleşkene ün ve pretij getirirler.
PROFESSION.NOBLE.VERB,,Reigning,Hüküm süren
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Rün oymacısı
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Rün oymacısı
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Silahları, zırhları ve diğer eşyaları kabiliyetlerini arttırmak için büyüler."
PROFESSION.RUNESMITH.VERB,,Enchanting,Büyücü
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Taş ustası
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Taş ustası
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Taştan eşya ve mobilya üretir.
PROFESSION.STONEMASON.VERB,,Sculpting,Şekillendirmek
PROFESSION.TINKERER.FEMALE_NOUN,,Tinker,Tamirci
PROFESSION.TINKERER.MALE_NOUN,,Tinker,Tamirci
PROFESSION.TINKERER.VERB,,Tinkering,Tamirediliyor
PROFESSION.VILLAGER.FEMALE_NOUN,,Villager,Köylü
PROFESSION.VILLAGER.MALE_NOUN,,Villager,Köylü
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,"Bu vatandaşın özel bir mesleği yoktur. Kendisine verilen, eşya taşımak gibi angarya işlerin hepsini yerine getirir."
PROFESSION.VILLAGER.VERB,,Working,Çalışıyor
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Oduncu
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Oduncu
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,{{ROOMS.SAWMILL}} da kullanılabilmesi için ağaçları keser.
PROFESSION.WOODCUTTER.VERB,,Chopping,Kesiliyor

QUOTA.FIXED_AMOUNT,,in total,toplamda
QUOTA.PER_SETTLER,,per settler,vatandaş başına

RACE.BOAR.NOUN,,Wild boar,
RACE.CARP.NOUN,,Carp,
RACE.DEER.FEMALE_NOUN,,Doe,
RACE.DEER.MALE_NOUN,,Stag,
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,Cüce
RACE.DWARF.FEMALE_NOUN,,Dwarf,Cüce
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Cüceler
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,Cüce
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Cüce
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Cüce
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,Cüceler kısa ve tıkmaz insansı yaratıklardır. Taş ve metal ustasılardır. Cücelerin büyük bir çoğunluğu gök yüzüne güvenmezler ve yer altında kalmayı tercih ederler.
RACE.ELEPHANT.NOUN,,Elephant,
RACE.FOX.FEMALE_NOUN,,Vixen,
RACE.FOX.MALE_NOUN,,Fox,
RACE.PERCH.NOUN,,Perch,
RACE.PIKE.NOUN,,Pike,

RESOURCE.CRUSHED.VITRIOL.NOUN,,Vitriol,Vitriol
RESOURCE.CRUSHED.VITRIOL.PLURAL,,Vitriol,Vitriol
RESOURCE.CRUSHED.VITRIOL.TOOLTIP,,A salt of sulphuric acid with many uses in industry. (Usages of vitriol are not yet implemented in King under the Mountain),Endistüride bir çok kullanım alanı olan bir sülfirik asit tuzu. (Viltriol kullanımı King Under the Mountain’da mevcut değildir.)
RESOURCE.FLOUR.SACK.NOUN,,Flour,Un
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Un
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,"İyi öğütülmüş ve toz haline getirilmiş, yemek üretiminde kullanılmaya hazır tahıl."
RESOURCE.GEM.NOUN,,Gem,Mücevher
RESOURCE.GEM.PLURAL,,Gems,Mücevher
RESOURCE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.,Güzelleştirmek için kesilmiş ve cilalanmış değerli taşlar. Genellikle süs olarak kullanılır.
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Kesilmemiş değerli taş
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Kesilmemiş değerli taş
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,İçinde kesilmeyi ve cilalanmayı bekleyen değerli taşların olduğu bir parça taş.
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,
RESOURCE.LOGS.NOUN,,Log,Kütük
RESOURCE.LOGS.PLURAL,,Logs,Kütük
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.",Genellikle {{RESOURCE.PLANKS.PLURAL}} yapımında kullanılan ancak başka kullanımlarıda olan bir ağaç parçası.
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Ham Metal
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Ham Metal
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,"Kullanılabilir hale gelebilmesi için dövülmesi gereken, cüruf ile karışmış bir yığın metal."
RESOURCE.METAL.INGOT.NOUN,,Ingot,Külçe
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Külçe
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Üretim malzemesi olarak kullanılmakya hazır, rafine edilmiş metal blokları."
RESOURCE.METAL.PLATE.NOUN,,Plate,Plaka
RESOURCE.METAL.PLATE.PLURAL,,Plates,Plaka
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.",Bazı büyük makinelerde kullanılan geniş ve yassı plakalar.
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Mantar kütüğü
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Mantar kütüğü
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,{{INGREDIENT.MUSHROOM.SPAWN.NOUN}} ile aşılanmış bir kütük. Kütüğün gövdesi mantarın besinlerini aldığı noktadır. Tamamen aşılanmasının ardından {{FURNITURE.MUSHROOM_SHOCK_TANK}} içine batırılması gerekmektedir.
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,Kütük
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,Kütük
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.," Dev mantarın tahta {{RESOURCE.LOGS.PLURAL}} gibi kullanılabilecek parçaları."
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Parçalanmış cevher
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Paçalanmış cevher
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.",Ham metal cevherinin parçalanması ile oluşturulmuş {{FURNITURE.BLOOMERY_FURNACE}} da kullanıma hazır metalik kum.
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Cevher
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Cevher
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,İçinde metal kullanılabilir metale dönüştürülebilecek parçalar bulunan taş.
RESOURCE.PLANKS.NOUN,,Plank,Kalas
RESOURCE.PLANKS.PLURAL,,Planks,Kalas
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,İnşaa ve üretimde kolayca kullanılabilmesi için sabit boyutta üretilen tahta parçaları.
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,Mantar kütüğü
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,Mantar kütüğü
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,"Bu mantar aşılanmış kütük, mantar gelişimini hızlandırmak adına su içinde ‘şoklanmıştır’. Yakın zamanda hasat vermeli."
RESOURCE.STONE.BLOCK.NOUN,,Block,Blok
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,Blok
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that is can be easily used in construction or crafting.,İnşaa ve üretimde kolayca kullanılabilmesi için küp şekline getirilmiş taş.
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Yontulmamış taş parçası
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Yontulmamış taş parçası
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.," {{PROFESSION.STONEMASON}} tarafından daha yararlı bir şekile yontulması gereken büyük taş parçası."
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),

ROOMS.ARMOURY,,Armoury,
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here,
ROOMS.BEDROOM,,Bedroom,Yatakodası
ROOMS.BEDROOM.TOOLTIP,,"A place for your settlers to sleep. They prefer to have individual bedrooms that are at least 9 tiles in size, and preferably at least 13 tiles in size.","Vatandaşlarının uyuması için bir alan. Vatandaşlar en az 9, tercihen 13 karo dan oluşan tek kişilik odalarda kalmayı tercih ederler."
ROOMS.BREWERY,,Brewery,Birahane
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy! Other alcoholic beverages will be implemented in the future.,Vatandaşların tadını çıkarması için bira üretir. Farklı alkollü içecekler gelecekte eklenecek.
ROOMS.BRIDGE,,Bridge,Köprü
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,Nehirin üzerine yerleştirildiğinde karşı diğer tarafa erişim sağlar.
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Marangoz atölyesi
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items.,Tahta eşya ve araçların büyük bir kısmı bu atölyede üretilir.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,{{allocated}} {{total}} kullanım alanları
ROOMS.EARTHWORKS,,Earthworks,Hafriyat
ROOMS.EARTHWORKS.TOOLTIP,,An outdoor area for large constructions.,Büyük inşaatlar için açık havada bulunan bir alan.
ROOMS.FARM,,Farm plot,Tarım arazisi
ROOMS.FARM.PLURAL,,Farm plots,Tarım arazisi
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.," {{INGREDIENT.SEEDS.PLURAL}} kullanarak mahsül yetiştiri.  {{MATERIAL_TYPE.Earth.NOUN}} alana yerleştirilmelidir."
ROOMS.FEASTING_HALL,,Feasting hall,Şölen salonu
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!",Vatandaşların toplanıp yiyip içip  eğlenebileceği bir alan.
ROOMS.GRAVEYARD,,Graveyard,Mezar
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Ölen vatandaşları son yolculuklarına burada uğurlanır.
ROOMS.KITCHEN,,Kitchen,Mutfak
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,Yemeklerin büyük bir kısmı {{ROOMS.FEASTING_HALL}}da servis edilmeden önce burada hazırlanır.
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Taş ustası atölyesi
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Taştan eşya ve araçların büyük bir kısmı bu atölyede üretilir.
ROOMS.METALWORKS,,Metalworks,Metal atölyesi
ROOMS.METALWORKS.TOOLTIP,,Metal ore is refined and used in crafting here.,Metal cevheri burada rafine edilir ve üretimde kullanılır.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Mantar çiftliği
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,"Mantarlar  {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} ve {{RESOURCE.LOGS.PLURAL}} kullanarak yetiştirilebilir. "
ROOMS.SAWMILL,,Sawmill,Kereste İmalathanesi
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,Tahta {{RESOURCE.LOGS.PLURAL}} burada {{RESOURCE.PLANKS.PLURAL}} a dönüştürülür.
ROOMS.STOCKPILE,,Stockpile,
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,
ROOMS.STOCKPILES,,Stockpiles,Stok yığını
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Kullanılmağan eşyalar kolay erişim için stok yığınlarına yerleştirilir.
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,

ROPE.HEMP-ROPE,,Hemp,

RUSTED_SCRAP.NOUN,,Scrap,
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,

SEASON.AUTUMN,,Autumn,Sonbahar
