KEY,NOTES,ENGLISH,RUSSIAN

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,Отказ от алкоголя
STATUS.BLEEDING,,Bleeding,Кровотечение 
STATUS.BLINDED,,Blind,Слепота
STATUS.DEATH,,Dead,Мертвый
STATUS.DRUNK,,Drunk,Пьяный
STATUS.DYING_OF_HUNGER,,Dying of hunger,Умирает от голода
STATUS.DYING_OF_THIRST,,Dying of thirst,Умирает от жажды
STATUS.EXHAUSTED,,Exhausted,Измученный 
STATUS.INTERNAL_BLEEDING,,Internal bleeding,Внутреннее кровотечение
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,Без сознания
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,Нарушение движения 
STATUS.ON_FIRE,,On fire,Горит
STATUS.POISONED,,Poisoned,Отравлен
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,Временно ослеплен 
STATUS.VERY_HUNGRY,,Very hungry,Очень голоден
STATUS.VERY_THIRSTY,,Very thirsty,Очень хочет пить

STOCKPILE.GROUP.FOOD,,Food,Еда
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,"Хранит собранные фрукты и овощи, срок годности которых истекает."
STOCKPILE.GROUP.FUEL,,Fuel,Топливо
STOCKPILE.GROUP.GRANARY,,Granary,Амбар
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,Хранит зерно и семена с неограниченным сроком годности 
STOCKPILE.GROUP.PRODUCTS,,Products,Продукты
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,Необработанные материалы
STOCKPILE.GROUP.SEEDS,,Seeds,Семена
STOCKPILE.GROUP.TOOLS,,Tools,Инструменты
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,"Хранит инструменты, необходимые для работы на рабочих местах"
STOCKPILE.GROUP.WEAPONS,,Weapons,Оружие
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,"Хранит собранные фрукты и овощи, срок годности которых истекает."

STONE.BASALT.ADJECTIVE,,Basalt,Базальтовый
STONE.BASALT.NOUN,,Basalt,Базальт
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,"Вулканический камень, образованный быстрым охлаждением лавы. Почти вся вулканическая порода в мире является базальтом."
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,Доломитовый
STONE.DOLOSTONE.NOUN,,Dolostone,Доломитид
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.","Осадочная порода, состоящая в основном из доломита, поэтому она также известна как доломитовая порода."
STONE.FRONITE.ADJECTIVE,,Frónite,Фронитовый
STONE.FRONITE.NOUN,,Frónite,Фронит
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,"Камень голубого цвета, в основном встречается на ледяном острове на севере. Содержит много железа."
STONE.GRANITE.ADJECTIVE,,Granite,Гранитный
STONE.GRANITE.NOUN,,Granite,Гранит
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.","Обычная вулканическая порода. Она содержит много кварца, что делает её хорошим маркером для обнаружения некоторых драгоценных камней."
STONE.LIMESTONE.ADJECTIVE,,Limestone,Известковый
STONE.LIMESTONE.NOUN,,Limestone,Известняк
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,"Светлая осадочная порода, которая является хорошим строительным материалом. Она также используется в качестве флюса в производстве {{METAL.STEEL.NOUN}}."
STONE.MARBLE.ADJECTIVE,,Marble,Мраморный
STONE.MARBLE.NOUN,,Marble,Мрамор
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,"Метаморфическая породаа, которая благодаря своему блестящему внешнему виду используется в качестве высококачественного материала для скульптуры и отделки."
STONE.SANDSTONE.ADJECTIVE,,Sandstone,Песчаниковый
STONE.SANDSTONE.NOUN,,Sandstone,Песчаник
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ","Осадочная порода, состоящая из песчаных фрагментов."
STONE.SHALE.ADJECTIVE,,Shale,Глинисто сланецевый
STONE.SHALE.NOUN,,Shale,Глинистый сланец
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,"Мелкозернистая осадочная порода, состоящая из спрессованного ила. Ее можно легко разбить на тонкие слои."
STONE.SLATE.ADJECTIVE,,Slate,Аспидно сланецевый
STONE.SLATE.NOUN,,Slate,Аспидный сланец
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,"Метаморфическая порода, которая обычно образуется из {{STONE.SHALE.NOUN}}. Из него часто делают в черепицу для крыши."

TOOL.AXE.NOUN,,Axe,Топор
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,Используется для рубки деревьев. Основной инструмент {{PROFESSION.WOODCUTTER}}.
TOOL.CHISEL.NOUN,,Chisel,Резец
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,"Используется для обработки камня. Один из инструментов, используемых {{PROFESSION.STONEMASON}}."
TOOL.FISHING.ROD.NOUN,,Fishing rod,Удочка
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,Используется для ловли рыбы из водоема. Основной инструмент {{PROFESSION.FISHER}}.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,Кухонный нож
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","Используется для приготовления пищи, особенно мяса."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,Молот
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,Используется для придания формы крупным предметам из камня и металла. Основной инструмент {{PROFESSION.BLACKSMITH}}.
TOOL.PICKAXE.NOUN,,Pickaxe,Кирка
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,Используется для разбивания камня на мелкие кусочки. Основной инструмент {{PROFESSION.MiNER}}.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,Рубанок
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,Используется для обработки деревянной мебели и предметов. Основной инструмент {{PROFESSION.CARPENTER}}.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,Скалка
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,"Используется для приготовления теста. Один из инструментов, используемых {{PROFESSION.CHEF}}."
TOOL.SAW.NOUN,A carpenter's saw,Saw,Пила
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,Используется для придания дереву нужной формы. Требуется для резки пиломатериалов в {{ROOMS.SAWMILL}}.
TOOL.SMALL.HAMMER.NOUN,,Hammer,Молоток
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,"Используется для придания формы мелким предметам из камня и металла. Один из инструментов, используемых {{PROFESSION.BLACKSMITH}}."
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,Клещи
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,Используется для хранения чрезвычайно горячих металлических предметов. Используется в процессе выплавки металлической руды.

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,дерево{{materialType.noun}}

TUTORIAL.1.A,,"Your settlers have three basic needs to fulfil: food, drink and somewhere to sleep. Although they will complain about it for now, they can drink from the nearby river and sleep on the ground. What they can’t do is magic up some food from nowhere (at least, not without a mage around!) so we will focus on food to begin with.","У ваших поселенцев есть три основные потребности: еда, питье и сон. Хотя сейчас они будут жаловаться на это, они могут пить из близлежащей реки и спать на земле. Что они не могут сделать, как это наколдовать немного еды из ниоткуда (по крайней мере, без мага поблизости) поэтому сначала мы сосредоточимся на производстве пищи."
TUTORIAL.1.B,,"The first thing you should do each spring is ensure that enough crops have been planted for the harvest in autumn. Farming is a reliable and sustainable food source, but you need to make sure you have enough crops to feed your population between each annual harvest.","Первое, что вы должны делать каждую весну, это следить за тем, чтобы было посажено достаточно культур для сбора урожая осенью. Сельское хозяйство является надежным и устойчивым источником продовольствия, но вы должны убедиться, что у вас есть достаточное количество культур, чтобы прокормить население между ежегодным сброром урожая."
TUTORIAL.1.C,,"A good rule of thumb to follow is to ensure you have 10 tiles of crops being sown for each settler in your population. Currently there are 7 settlers milling around, so go ahead and click “{{GUI.ZONES_LABEL}}” > “{{ROOMS.FARM}}”, and designate / drag out several farm plots on a grassy area.","Хорошее эмпирическое правило, которого следует придерживаться, заключается в том, чтобы на каждого поселенца приходилось 10 клеток посевов. В настоящее время здесь находится 7 поселенцев, так что продолжайте и нажмите «{{GUI.ZONES_LABEL}}» > «{{ROOMS.FARM}}» и выделите несколько участков для поля на травянистой местности."
TUTORIAL.1.D,,Use right-click to cancel and go back in menus.,"Используйте правую кнопку мыши, чтобы отменить и вернуться в меню"
TUTORIAL.2.A,,"With nothing else to do, your settlers will start preparing these {{ROOMS.FARM.PLURAL}} by tilling the earth to be ready for seeds to be sown. This doesn’t require any special tools or knowledge so everyone should get involved.","Больше нечего делать, ваши поселенцы начнут готовят эти {{ROOMS.FARM.PLURAL}}, обрабатывая землю, чтобы быть готовыми к посадке семян. Это не требует каких-либо специальных инструментов или знаний, поэтому все должны быть вовлечены."
TUTORIAL.2.B,,"This prepares the plot to be sown, but you need to select which crop to grow on each farm plot before a farmer will come and plant the relevant seeds. Your settlers have brought with them a selection of different seeds. You can click “Resources” in the upper-right to get a breakdown of all the items in your settlement.","Это подготавливает участок земли к посадке семян, но вам нужно выбрать, какие растения выращивать на каждом участке поля, прежде чем фермер придет и посадит соответствующие семена. Ваши поселенцы привезли с собой различные семена. Вы можете нажать «Ресурсы» в правом верхнем углу, чтобы увидеть все товаров в вашем поселении."
TUTORIAL.2.C,,"For the seeds to actually be available to your farmers, they need to be in a stockpile compared to being held in a dwarf’s inventory like they are currently. Click {{GUI.ZONES_LABEL}} > {{ROOMS.STOCKPILES}} > {{STOCKPILE.GROUP.SEEDS}} (you can right-click to go back up to a previous menu) and designate an area to be used for seeds to be stored.","Чтобы семена стали доступны вашим фермерам, они должны храниться на складе, а не в инвентаре гнома, где они лежат в настоящее время. Нажмите {{GUI.ZONES_LABEL}} > {{ROOMS.STOCKPILES}} > {{STOCKPILE.GRANARY}} (кликните правой кнопкой мыши, чтобы вернуться к предыдущему меню) и укажите область, которая будет использоваться в качестве {{STOCKPILE.GRANARY}}, где хранятся семена и зерна."
TUTORIAL.2.D,,Your settlers have also brought a bunch of tools with them what will need moving around. From {{ROOMS.STOCKPILES}} also choose {{STOCKPILE.GROUP.TOOLS}} and designate another area to be used to store tools.,"Ваши поселенцы также привезли с собой кучу инструментов, которые понадобятся для строительства. Из {{ROOMS.STOCKPILES}} выберите {{STOCKPILE.GROUP.TOOLS}} и обозначте новую область, в которой будут храниться инструменты."
TUTORIAL.3.A,,"After some time your settlers should put items they are not using into stockpiles, like the seeds that are to be sown.","Через некоторое время ваши поселенцы должны положить предметы, которые они не используют на склад, например, семена, которые должны быть посажаны."
TUTORIAL.3.B,,"Left-click on each of the {{ROOMS.FARM.PLURAL}} and select a crop to be planted there. Don’t select {{VEGETABLE.BARLEY}} or {{VEGETABLE.HOPS}} for now, as these crops are used in the production of beer, not food.","Кликните левой кнопкой мыши по каждому из {{ROOMS.FARM.PLURAL}} и выберите растения, которые будет посажены там. Не выбирайте {{VEGETABLE.BARLEY}} или {{VEGETABLE.HOPS}}, так как эти культуры используются в производстве пива, а не продуктов питания."
TUTORIAL.4.A,,Your {{PROFESSION.FARMER.PLURAL}} will now get to work sowing the seeds you have selected to these {{ROOMS.FARM.PLURAL}}. Sowing seeds does not require any special tools but you might want to assign more settlers as {{PROFESSION.FARMER.PLURAL}}. Left-click on a settler who is wandering around aimlessly.,"Теперь ваш {{PROFESSION.FARMER.PLURAL}} приступит к работе с посевом выбранных вами семян для этих {{ROOMS.FARM.PLURAL}}. Посев семян не требует специальных инструментов, но вы можете назначить больше поселенцев как {{PROFESSION.FARMER.PLURAL}}. Кликните левой кнопкой мыши на поселенца, который бесцельно бродит вокруг."
TUTORIAL.4.B,,"Clicking on a settler lets you see their name, professions, inventory, needs and happiness. Click on the blank square button next to their other professions to set a 3rd and final profession as a {{PROFESSION.FARMER.NOUN}}.","Кликните на поселенца, чтобы увидеть его имя, профессию, инвентарь, потребности и счастье. Нажмите на пустую квадратную ячейку рядом с другими профессиями, чтобы установить третью и последнюю профессию как {{PROFESSION.FARMER.NOUN}}."
TUTORIAL.4.C,,"Note that some jobs require the settler to have a specific tool in their inventory, and if none are available in the settlement they won’t work on the jobs that require it. For example, you can assign more settlers as a {{PROFESSION.WOODCUTTER}}, but they can’t chop down trees without an available {{TOOL.AXE.NOUN}}.","Обратите внимание, что некоторые задания требуют, чтобы поселенец имел в своем инвентаре определенный инструмент, и если ни один из них не доступен в поселении, они не будут работать над заданиями, которые требуют его. Например, вы можете назначить больше поселенцев как {{PROFESSION.WOODCUTTER}}, но они не могут рубить деревья без доступных {{TOOL.AXE.NOUN}}."
TUTORIAL.5.A,,"Your crops will now grow and eventually be harvested by your {{PROFESSION.FARMER.PLURAL}} in the {{SEASON.AUTUMN}}. Some crops can be planted again later in the year and survive through the {{SEASON.WINTER}}, but some do not. To get the most out of your crops, it is best to produce soup from the vegetables harvested, or bread from grain.","Теперь ваши посевы будут расти и в конечном итоге будут собраны вашим {{PROFESSION.FARMER.PLURAL}} в {{SEASON.AUTUMN}}. Некоторые культуры могут быть посажены снова в конце года и выжить в {{SEASON.WINTER}}, но некоторые нет. Чтобы получить больше пищи из ваших растений, лучше всего производить суп из собранных овощей, или хлеб из зерна."
TUTORIAL.5.B,,"Let’s get a {{ROOMS.KITCHEN}} set up to produce soup once your crops are ready. Go to the top level menu then {{GUI.ZONES_LABEL}} > {{ROOMS.KITCHEN}} and drag out a {{ROOMS.KITCHEN}} area. For now you can build this outside, but you will eventually want to move the majority of your work areas inside for protection from the elements.","Давайте сделаем набор {{ROOMS.KITCHEN}} для производства супа, как только ваш урожай будет собран. Перейдите в меню верхнего уровня, затем {{ZONES.LABEL}} > {{ROOMS.KITCHEN}} и перетащите область {{ROOMS.KITCHEN}}. На данный момент в развитии King under the Moutain не имеет значения, находится ли она снаружи или внутри помещения, но в будущем вы захотите, чтобы все ваши комнаты имели потолок, чтобы защитить их от стихий."
TUTORIAL.5.C,,"Unlike farm plots, kitchens (and most other rooms) need furniture to function. Click “Furniture” when you have placed a kitchen zone and you’ll be presented with the furniture that can be added. To produce soup, you need to build a {{FURNITURE.WATER_BARREL}}, {{FURNITURE.KITCHEN_WORKTOP}} and {{FURNITURE.CAULDRON}} in the same kitchen zone. Also, designate a {{STOCKPILE.GROUP.FOOD}} {{ROOMS.STOCKPILE}} to store any harvested crops.","В отличие от огорода, кухни (и большинства других комнат) нуждаются в оборудовании для работы. Нажмите на иконку «Мебель», после того, как вы назначите кухонную зону, и вам будет показана мебель, которую можно здесь разместить. Чтобы произвести суп, вам нужно построить {{FURNITURE.WATER_BARREL}}, {{FURNITURE.KITCHEN_WORKTOP}} и {{FURNITURE.CAULDRON}} в одной кухонной зоне. Кроме того, назначьте область {{STOCKPILE.PANTRY}} для хранения собранного урожая."
TUTORIAL.6.A,,"When your crops have been harvested, cooks will bring vegetables to the {{FURNITURE.KITCHEN_WORKTOP}} before adding them to the {{FURNITURE.CAULDRON}} with water and producing soup! Making soup and baking bread means your food supplies will go much further - a single vegetable will feed a dwarf for a single meal, but 3 vegetables cooked into soup will provide 12 meals!","Когда ваши посевы будут собраны, повара принесут овощи в {{FURNITURE.KITCHEN_WORKTOP}}, прежде чем добавлять их в {{FURNITURE.CHEFS_CAULDRON}} с водой и произвести суп! Приготовление супа и выпечка хлеба означает, что ваши продукты смогут накормить больше поселенцев - один овощ накормит гнома за один прием пищи, но суп, приготовленный из 3 овощей, обеспечит 12 приемов пищи!"
TUTORIAL.6.B,,"Eventually this kitchen will produce a cauldron full of steaming hot soup, but the cooks don’t like other dwarves getting in the way in their kitchen, so instead you need to have the soup brought to a feasting hall for the whole settlement to enjoy. Designate a feasting hall by clicking on {{GUI.ZONES_LABEL}} > {{ROOMS.FEASTING_HALL}}, then add a {{FURNITURE.CAULDRON}} to it. Note that a feasting hall cauldron won’t be placed until a cauldron containing thick, delicious soup is available.","В конце концов на этой кухне приготовят котел, полный горячего супа, но повара не любят, как другие гномы мешают им на кухне, поэтому вместо этого вам нужно, чтобы суп принести суп в пиршественный зал, чтобы все поселенцы смогли им насладиться. Назначьте пиршественный зал, нажав на {{ZONES.LABEL}} > {{ROOMS.FEASTING_HALL}}, затем добавьте к нему {{FURNITURE.CAULDRON}}. Обратите внимание, что котел для пиршественного зала не будет установлен до тех пор, пока не появится котел с густым, вкусным супом."
TUTORIAL.7.A,,Over time you will want to expand your food production but this will keep our small settlement nourished for the upcoming winter - your settlers have brought rations to sustain them while the first crops grow.,"Со временем вы захотите расширить свое производство продуктов питания, это позволит нашему поселению продержаться в предстоящую зиму - ваши поселенцы принесли с собой пайки, чтобы питаться ими, пока растут первые посевы."
TUTORIAL.7.B,,"Most items and furniture are produced out of {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} or {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}. It’s important to maintain a large supply of these. {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} are produced in a {{ROOMS.SAWMILL}}, and {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} are crafted by a {{PROFESSION.STONEMASON}} in a {{ROOMS.MASONRY_WORKSHOP}}. Place one of each of these zones, and build a {{FURNITURE.WOODCUTTERS_BENCH}} and {{FURNITURE.STONEMASON_WORKBENCH}} in them.","Большинство предметов и оборудования производятся из {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} или {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}. Важно поддерживать их большой запас. {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} производятся в {{ROOMS.SAWMILL}}, а {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} создаются с помощью {{PROFFESFESFESFESF SION.STONEMASON}} в {{PROFESSION.STONEMASON}}. Поместите по одной из этих зон и создайте в них {{ROOMS.MASONRY_WORKSHOP}} и {{FURNITURE.WOODCUTTERS_BENCH}}."
TUTORIAL.8.A,,"Now you are ready to produce {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} and {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}, but they require other resources to craft them - {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} and {{RESOURCE.STONE.UNREFINED.PLURAL}}. Fortunately these can usually be harvested from the game world quite easily.","Теперь вы готовы производить {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} и {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}, но для их создания требуются другие ресурсы - {{MATERIAL_TYPE.WO.WO.WOPE.WOPE.WOE. OD.ADJECTIVE}} {{MATERIAL_TYPE.WOOD.ADJECTIVE}} и {{RESOURCE.LOGS.PLURAL}}. К счастью, обычно их можно легко найти на карте."
TUTORIAL.8.B,,Select {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.CHOP_WOOD}} and click-and-drag over trees to let your woodcutters know to cut them down. Similarly you can select select {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.MINE}} and click-and-drag an area of the mountain to designate to be mined. Select enough of both to build your stockpiles back up to 40 of each.,"Выберите {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.CHOP_WOOD}} и щелкните и выделите деревья, чтобы ваши лесорубы их срубили. Точно так же вы можете выбрать {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.MINE}} и нажать и выделить часть горы, чтобы добывать камень. Выберите достаточное количество обоих ресурсов, чтобы увеличить ваши запасы до 40 единиц каждого."
TUTORIAL.8.C,,"Be careful with mining! A mined-out area of 7 by 7 tiles without a {{FURNITURE.PILLAR}} built within that area will collapse! ","Будьте осторожны с копанием! Раскопанный участок размером 7 на 7 клеток без {{FURNITURE.PILLAR}}, построенный внутри этой области, обвалится!"
TUTORIAL.CAMERA.A,,"You can use the W, A, S and D keys or the arrow keys to pan the camera around. Moving the cursor to the edge of the screen also pans the camera, but this can be disabled in the options menu.","Вы можете использовать клавиши W, A, S и D или клавиши со стрелками для управления камерой. Перемещение курсора к краю экрана также перемещает камеру, но это можно отключить в настройках игры."
TUTORIAL.CAMERA.B,,Scrolling the mouse wheel or pressing the Q and E keys zooms the camera in or out.,Прокрутка колесика мыши или нажатие клавиш Q и E увеличивает или уменьшает масштаб камеры. 
TUTORIAL.CAMERA.C,,"In the lower-right section of the screen is the minimap, and you can click on this to jump the camera to that point. Click on the “Minimap” label to show or hide the minimap.","В правом нижнем углу экрана расположена миникарта, вы можете нажать на нее, чтобы переместить камеру в нужную точку. Нажмите на иконку « Миникарта », чтобы показать или скрыть миникарту."
TUTORIAL.CAMERA.D,,Try out these camera controls and then click “Next” to proceed.,"Попробуйте эти элементы управления камерой, а затем нажмите «Далее», чтобы продолжить."
TUTORIAL.FINAL.A,,"This covers the basics of playing King under the Mountain. For your next challenge, aim to set up a functioning {{ROOMS.METALWORKS}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore. Refined metal ores are produced at the {{FURNITURE.ORE_CRUSHING_STATION}}, and fuel can be crushed from coal or produced out of {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} with a {{FURNITURE.CHARCOAL_CLAMP}} in an {{ROOMS.EARTHWORKS}}. Good luck!","Демонстрирует основы игры King under the Mountain. В качестве вашей следующей задачи постарайтесь создать работающую {{ROOMS.METALWORKS}} с {{FURNITURE.FORGE}}, снабженную топливом и дробленной металлической рудой. Дробление руды происходит на {{FURNITURE.ORE_CRUSHING_STATION}}, а топливо может быть изготовлено из дробленого угля или добыто из {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} с {{FURNITURE.CHARCOAL_CLAMP}} в {{НОМЕРА ЗЕМНЫЕ РАБОТЫ}}. Удачи!"
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,{{ROOMS.FARM.PLURAL}} с назначенным урожаем
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} назначен
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} из {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,{{roomName}} клетки
TUTORIAL.SAVING.A,,"Your progress is saved automatically at midnight, and also whenever you exit the game. You can also quicksave by pressing the F5 key.","Ваш прогресс сохраняется автоматически в полночь, а также при выходе из игры. Вы также можете быстро сохранить, нажав клавишу F5."
TUTORIAL.TIME.A,,"The upper-right section of the screen shows the current date and time, and has controls for the game speed.","В правом верхнем углу экрана отображается текущая дата и время, а также есть элементы управления скоростью игры."
TUTORIAL.TIME.B,,You can press the spacebar to pause or unpause the game.,"Вы можете нажать пробел, чтобы приостановить или возобновить игру"
TUTORIAL.TIME.C,,"The 1 key sets the game to run at normal speed, while the 2, 3 and 4 keys make the game run at an increasingly faster pace. The game will automatically jump to speed 4 while all your settlers are asleep.","Клавиша 1 переведет игру в нормальную скорость, а клавиши 2, 3 и 4 ускорят игру. Игра автоматически перейдет на скорость 4, когда все ваши поселенцы спят."
TUTORIAL.TIME.D,,You can also click the speed icons to change the speed or pause the game.,"Вы также можете кликнуть по иконкам скорости, чтобы изменить скорость или приостановить игру."

VEGETABLE.BARLEY,,Barley,Ячмень
VEGETABLE.BARLEY.PLURAL,,Barley,Ячмень
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Зерно используется только при производстве пива. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Мухомор
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Мухоморы
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Гриб с розово-красной крышкой с белыми пятнами. Он обладает галлюциногенными свойствами, которые иногда используют воины при подготовке к бою."
VEGETABLE.CARROT,,Carrot,Морковь
VEGETABLE.CARROT.PLURAL,,Carrots,Моркови
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Выносливый корнеплод, который переживет холодный {{SEASON.WINTER}}. Морковь растет быстро, но дает небольшой урожай. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
VEGETABLE.CORN,,Sweetcorn,Сахарная кукуруза
VEGETABLE.CORN.PLURAL,,Sweetcorn,Сахарной кукурузы
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Зерно, также известное, как кукуруза. Оно дает большой урожай, но растет около 2 сезонов и не может пережить {{SEASON.WINTER}}, поэтому оно требует посадки в начале {{SEASON.SPRING}}."
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,Смертошляпник
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,Смертошляпники
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","Очень ядовитый гриб с широкой плоской шляпкой. Даже крошечное количество, употребленное в пищу, почти наверняка приведет к отравлению, которое может и к смерти."
