KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN

SHRUB.DESCRIPTION,Bush,,Büsche,Arbuste,Cespuglio,Arbusto,Arbusto,Arbusto,,Куст,Çalı,- Bush,,Buske,,,,藪,,

STATUS.ALCOHOL_WITHDRAWL,Alcohol withdrawl,,Alkohol-Entzug,,,Síndrome de abstinencia de alcohol,,,,,,,,,,,,酔いが醒めた,,
STATUS.BLEEDING,Bleeding,,Blutet,,,Sangrando,,,,,,,,,,,,出血,,
STATUS.BLINDED,Blind,,Blind,,,Ciego,,,,,,,,,,,,盲目,,
STATUS.DEATH,Dead,,total,,,Muerto,,,,,,,,,,,,死亡,,
STATUS.DRUNK,Drunk,,Betrunken,,,Borracho/Ebrio,,,,,,,,,,,,飲酒,,
STATUS.DYING_OF_HUNGER,Dying of hunger,,Verhungert,,,Muerto de hambre,,,,,,,,,,,,飢餓,,
STATUS.DYING_OF_THIRST,Dying of thirst,,Verdurstet,,,Muerto de sed,,,,,,,,,,,,脱水症状,,
STATUS.EXHAUSTED,Exhausted,,Erschöpft,,,Extenuado/Agotado,,,,,,,,,,,,疲労,,
STATUS.INTERNAL_BLEEDING,Internal bleeding,,Interne Blutungen,,,Hemorragia interna,,,,,,,,,,,,大量出血,,
STATUS.KNOCKED_UNCONSCIOUS,Unconscious,,Bewusstlos,,,Inconsciente,,,,,,,,,,,,意識不明,,
STATUS.MOVEMENT_IMPAIRED,Impaired movement,,Bewegungseinschränkung,,,Incapacitado,,,,,,,,,,,,移動阻害,,
STATUS.ON_FIRE,On fire,,Brennt,,,En llamas,,,,,,,,,,,,炎上,,
STATUS.POISONED,Poisoned,,Vergiftet,,,Envenenado,,,,,,,,,,,,中毒,,
STATUS.TEMPORARILY_BLINDED,Temporarily blinded,,Vorübergehend geblendet,,,Cegado temporalmente,,,,,,,,,,,,一時的な盲目,,
STATUS.VERY_HUNGRY,Very hungry,,Sehr hungrig,,,Muy hambriento,,,,,,,,,,,,空腹,,
STATUS.VERY_THIRSTY,Very thirsty,,Sehr durstig,,,Muy sediento,,,,,,,,,,,,渇き,,

STOCKPILE.GROUP.FOOD,Food,,Essen,,,Despensa,,,,,,,,,,,,生鮮食品,,
STOCKPILE.GROUP.FOOD.TOOLTIP,Stores harvested fruit and vegetables which can expire.,,"Lagert geerntetes Obst und Gemüse, das verfallen kann.",,,Almacena fruta y vegetales cosechados que pueden caducar.,,,,,,,,,,,,消費期限のある果物や野菜を保存します。,,
STOCKPILE.GROUP.FUEL,Fuel,,Kraftstoff,,,Combustible,,,,,,,,,,,,燃料,,
STOCKPILE.GROUP.GRANARY,Granary,,Getreidespeicher,Grange,Granaio,Granero,Celeiro,Celeiro,,Амбар,,,,,,,,穀物,,
STOCKPILE.GROUP.GRANARY.TOOLTIP,Stores grains and seeds which will not expire.,,"Speichert Getreide und Samen, die nicht verfallen.",,,Almacena grano y semillas que no caducan.,,,,,,,,,,,,消費期限のない穀物や種子を保存します。,,
STOCKPILE.GROUP.PRODUCTS,Products,,Produkte,,,Productos/Procesados,,,,,,,,,,,,製造品,,
STOCKPILE.GROUP.RAW_MATERIALS,Raw materials,,Rohmaterial,,,Materias primas,,,,,,,,,,,,素材,,
STOCKPILE.GROUP.SEEDS,Seeds,,Samen,,,Semillero,,,,,,,,,,,,種,,
STOCKPILE.GROUP.TOOLS,Tools,,Werkzeuglager,Outils,Attrezzi,Herramientas,Ferramentas,Ferramentas,,Инструменты,,,,,,,,道具,,
STOCKPILE.GROUP.TOOLS.TOOLTIP,Stores tools required for working on jobs.,,"Speichert Werkzeuge, die für die Arbeit an Jobs erforderlich sind.",,,Almacena herramientas necesarias para la realización de tareas.,,,,,,,,,,,,作業に必要な道具を保管します。,,
STOCKPILE.GROUP.WEAPONS,Weapons,,"Waffen, die nicht zur Verfügung stehen, werden rot angezeigt.",,,Armas,,,,,,,,,,,,武器,,
STOCKPILE.GROUP.WEAPONS.TOOLTIP,Stores harvested fruit and vegetables which can expire.,,"Lagert geerntetes Obst und Gemüse, das verfallen kann.",,,Almacena armas y armaduras.,,,,,,,,,,,,武器を保管します。,,

STONE.BASALT.ADJECTIVE,Basalt,,Basalt,en basalte,di basalto,de basalto,De basalto,de basalto,,(базальт),Bazalt,Basalt,,Basalt-,,,,玄武岩の,,
STONE.BASALT.NOUN,Basalt,,Basalt,Basalte,Basalto,Basalto,Basalto,de basalto,,Базальт,Bazalt,Basalt,,Basalt,,,,玄武岩,,
STONE.BASALT.TOOLTIP,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,,"Ein igmäöses Gestein, das durch die schnelle Abkühlung von Lava gebildet wird. Fast der gesamte Vulkangestein der Welt ist Basalt.",Une roche ignée formée par le refroidissement rapide de la lave. Presque toute la roche volcanique dans le monde est basalte.,Una roccia ignea formata dal rapido raffreddamento della lava. Quasi tutta la roccia vulcanica del mondo è basalto.,Una roca ígnea formada por el rápido enfriamiento de la lava. Casi toda la roca volcánica del mundo es basalto.,Uma rocha ígnea formada pelo rápido resfriamento da lava. Quase toda a rocha vulcânica no mundo é basalto.,,,"Извергающая скала, образованная быстрым охлаждением лавы. Почти вся вулканическая порода в мире является базальтом.",Lavın hızlı soğuması ile meydana gelen bir magma taşı. Dünya üzerindeki nerdeyse tüm volkanik taşlar bazalttıri.,En magmatisk sten dannet af hurtig afkøling af lava. Næsten alle vulkanske sten i verden er basalt.,,En magmatisk sten som bildas av snabb kylning av lava. Nästan alla vulkaniska stenar i världen är basalt.,,,,溶岩が急速に冷却されてできた火成岩です。世界中の火山の岩は、そのほとんどが玄武岩です。,,
STONE.DOLOSTONE.ADJECTIVE,Dolostone,,Dolomit,en dolomie,di roccia dolomitica,de dolomía,De dolomito,de dolomita,,(доломитид),Dolomit,Dolostone,,Dolomit-,,,,苦灰岩の,,
STONE.DOLOSTONE.NOUN,Dolostone,,Dolomit,Dolimie,Roccia dolomitica,Dolomía,Dolomito,de dolomita,,Доломитид,Dolomit,Dolostone,,Dolomit,,,,苦灰岩,,
STONE.DOLOSTONE.TOOLTIP,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.",,"Ein Sedimentgestein, das hauptsächlich aus dem mineralischen Dolomit besteht, so dass es auch als Dolomitgestein bekannt ist.","Une roche sédimentaire composée principalement de la dolomite minérale, de sorte qu'elle est également connue sous le nom de roche dolomite.","Una roccia sedimentaria costituita per lo più dalla dolomite minerale, quindi è conosciuta anche come roccia dolomitica.","Roca sedimentaria compuesta principalmente del mineral dolomita, por lo que también se conoce como roca de dolomita.","Uma rocha sedimentar composta principalmente pela dolomita mineral, por isso também é conhecida como rocha dolomita.",,,"Осадочная порода в основном состоит из минерального доломита, поэтому она также известна как доломитовая порода.","Çoğunluklar dolomit mineralinden meydana gelen bir tortu taşıdır, ayrıca dolomite kayası olarakda bilinir.","En sedimentær sten, der hovedsagelig består af mineralet dolomit, så det er også kendt som dolomitsten.",,"En sedimentär bergart som oftast består av mineralet dolomit, så det är också känt som dolomitbergart.",,,,主にドロマイトという鉱物でできている堆積岩で、そのためドロマイト岩とも呼ばれます。,,
STONE.FRONITE.ADJECTIVE,Frónite,,Frónite,Frónite,Fronite,de frónita,Frónite,,,Фроните,Frónite,Frónite,,Frónite,,,,閃青岩の,,
STONE.FRONITE.NOUN,Frónite,,Frónite,Frónite,Fronite,Frónita,Frónite,,,Фроните,Frónite,Frónite,,Frónite,,,,閃青岩,,
STONE.FRONITE.TOOLTIP,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,,"Ein blau-gefärbter Felsen, der vor allem auf einer eisigen Insel im Norden gefunden wird. Es hat einen hohen Eisengehalt.",Un rocher aux teintes bleues que l'on trouve surtout sur une île glacée au nord. Il a une teneur élevée en fer.,Una roccia dalle tonalità blu che si trova per lo più su un'isola ghiacciata a nord. Ha un alto contenuto di ferro.,Una roca en tonos azules que se encuentra sobre todo en una isla helada al norte. Tiene un alto contenido de hierro.,Uma rocha de tons azuis encontrada principalmente em uma ilha gelada ao norte. Tem um alto teor de ferro.,,,Скала голубого цвета в основном встречается на ледяном острове на севере. Имеет высокое содержание железа.,Mavi gölgelere sahiptir ve genellikle kuzeydeki buzul adalarda bulunur. Yüksek demir içeriğine sahiptir.,En blå-hued rock mest fundet på en iskoldt ø mod nord. Det har et højt jernindhold.,,En blåaktig sten som oftast finns på en isig ö i norr. Den har en hög järnhalt.,,,,閃青岩は主に北方の氷に閉ざされた島で産出される青みがかった岩石です。鉄分を多く含んでいます。,,
STONE.GRANITE.ADJECTIVE,Granite,,Granit,en granite,di granito,de granito,De granito,de granito,,(гранит),Granit,Granit,,Granit-,,,,花崗岩の,,
STONE.GRANITE.NOUN,Granite,,Granit,Granite,Granito,Granito,Granito,de granito,,Гранит,Granit,Granit,,Granit,,,,花崗岩,,
STONE.GRANITE.TOOLTIP,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.",,"Eine häufige Art von igmem Gestein. Es hat einen großen Anteil an Quarz, so dass es gut für die Ortung bestimmter Edelsteine.","Un type commun de roche ignée. Il a une grande proportion de quartz, ce qui le rend bon pour localiser certaines pierres précieuses.","Un tipo comune di roccia ignea. Ha una grande percentuale di quarzo, che lo rende ideale per la localizzazione di alcune gemme.","Un tipo común de roca ígnea. Tiene una gran proporción de cuarzo, lo que lo hace bueno para localizar ciertas piedras preciosas.","Um tipo comum de rocha ígnea. Tem uma grande proporção de quartzo, tornando-o bom para localizar certas pedras preciosas.",,,"Обычный тип вулканизистой породы. Он имеет большую долю кварца, что делает его хорошим для обнаружения некоторых драгоценных камней.",Yaygın bir magmatik taştır. Büyük miktarlarda quartz içerir buda onu belli başlı değerli taşları bulmak için iyi bir yöntem haline getirir.,"En almindelig type magmatisk sten. Den har en stor del kvarts, hvilket gør den god til at lokalisere visse ædelstene.",,"En vanlig typ av magmatisk sten. Den har en stor andel kvarts, vilket gör det bra för att lokalisera vissa ädelstenar.",,,,よくある火成岩です。石英の割合が多く、特定の宝石を探すのに適しています。,,
STONE.LIMESTONE.ADJECTIVE,Limestone,,Kalkstein,en calcaire,di pietra calcarea,de caliza,De calcário,de calcário,,(известняк),Kireç taşı,Kalksten,,Kalkstens-,,,,石灰岩の,,
STONE.LIMESTONE.NOUN,Limestone,,Kalkstein,Calcaire,Pietra calcarea,Caliza,Calcário,de calcário,,Известняк,Kireç taşı,Kalksten,,Kalksten,,,,石灰岩,,
STONE.LIMESTONE.TOOLTIP,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,,"Ein leicht gefärbtes Sedimentgestein, das für einen guten Baustoff sorgt. Es wird auch als Flussmittel bei der Herstellung von {{METAL.STEEL.NOUN}} verwendet.",Une roche sédimentaire aux couleurs claires qui constitue un bon matériau de construction. Il est également utilisé comme flux dans la production de {{METAL.STEEL.NOUN}}.,Una roccia sedimentaria dai colori chiari che crea un buon materiale da costruzione. Viene utilizzato anche come flusso nella produzione di {{METAL.STEEL.NOUN}}.,Una roca sedimentaria de color claro que es un buen material de construcción. También se utiliza como flujo en la producción de {{METAL.STEEL.NOUN}}.,Uma rocha sedimentar de cor clara que faz um bom material de construção. Também é usado como um fluxo na produção de {{METAL.STEEL.NOUN}}.,,,"светлый осадочный камень, который делает хороший строительный материал. Он также используется в качестве потока в производстве {{METAL.STEEL.NOUN}}.","Hafif renkli tortul bir kaya olması onu iyi bir inşa malzemesi haline getirir. Ayrıca {{METAL.STEEL.NOUN}} yapımında hataların giderilmesinde kullanılır. ","En lysfarvet sedimentbjergarter, som giver et godt byggemateriale. Det bruges også som en flux i produktionen af {{METAL.STEEL.NOUN}}.",,En ljusfärgad sedimentär bergart som ger ett bra byggmaterial. Det används också som ett flöde i produktionen av {{MEAL.STEEL.NOUN}}.,,,,淡い色をした堆積岩で、建築材料に適しています。また、{{METAL.STEEL.NOUN}}を製造する際の融剤としても使われます。,,
STONE.MARBLE.ADJECTIVE,Marble,,Marmor,en marbre,di marmo,de mármol,De mármore,de mármore,,(мрамор),Mermer,Marmor,,Marmor-,,,,大理石の,,
STONE.MARBLE.NOUN,Marble,,Marmor,Marbre,Marmo,Mármol,Mármore,de mármore,,Мрамор,Mermer,Marmor,,Marmor,,,,大理石,,
STONE.MARBLE.TOOLTIP,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,,"Ein metamorphes Gestein, das aufgrund seiner brillanten Optik als hochwertiges Material für Skulptur und Mauerwerk verwendet wird.",Une roche métamorphique qui est utilisée comme matériau de haute qualité pour la sculpture et la maçonnerie en raison de son aspect brillant.,Una roccia metamorfa utilizzata come materiale di alta qualità per la scultura e la muratura grazie al suo aspetto brillante.,Una roca metamórfica que se utiliza como material de alta calidad para escultura y mampostería debido a su aspecto brillante.,Uma rocha metamórfica que é usada como material de alta qualidade para escultura e alvenaria devido à sua aparência brilhante.,,,"Метаморфная скала, которая благодаря своему блестящему внешнему виду используется в качестве высококачественного материала для скульптуры и кладки.","Heykel ve taş ustaları tarafından sıkça kullanılan yüksek kaliteye sahip, metamorfik ve muhteşem bir görüntüye sahip bir kayadır. ","En metamorf sten, der bruges som et materiale af høj kvalitet til skulptur og murværk på grund af sin strålende udseende.",,En metamorf sten som används som ett högkvalitativt material för skulptur och murverk på grund av dess briljanta utseende.,,,,この変成岩は美しい外観のため、彫刻や石細工に最適な素材として珍重されます。,,
STONE.SANDSTONE.ADJECTIVE,Sandstone,,Sandstein,en grès,di arenaria,de arenisca,De arenito,de arenito,,(песчаник),Kumtaşı,Sandsten,,Sandstens-,,,,砂岩の,,
STONE.SANDSTONE.NOUN,Sandstone,,Sandstein,Grès,Arenaria,Arenisca,Arenito,de arenito,,Песчаник,Kumtaşı,Sandsten,,Sandsten,,,,砂岩,,
STONE.SANDSTONE.TOOLTIP,"A sedimentary rock composed of sand-like fragments. ",,"Ein Sedimentgestein, bestehend aus sandartigen Fragmenten.",Une roche sédimentaire composée de fragments de sable.,Una roccia sedimentaria composta da frammenti di sabbia.,Roca sedimentaria compuesta de fragmentos de arena.,Uma rocha sedimentar composta por fragmentos de areia.,,,"Осадочная порода, состоящая из песчаных фрагментов.",Tortul bir kayadır ve kum benzeri parçalardan meydana gelir.,En sedimentær sten bestående af sandlignende fragmenter.,,En sedimentär bergart bestående av sandliknande fragment.,,,,砂のような断片からなる堆積岩です。,,
STONE.SHALE.ADJECTIVE,Shale,,Tonstein,en roche argileuse,di scisto,de esquisto,De xisto,de xisto,,(глинистый сланец),Killi yapraktaşı,Skiferler,,Lerskiffer-,,,,頁岩の,,
STONE.SHALE.NOUN,Shale,,Tonstein,Roche argileuse,Scisto,Esquisto,Xisto,de xisto,,Глинистый сланец,Killi yapraktaşı,Skiferler,,Lerskiffer,,,,頁岩,,
STONE.SHALE.TOOLTIP,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,,"Ein feinkörniges Sedimentgestein, das aus Druckschlamm besteht. Es kann leicht in dünne Schichten gebrochen werden.",Une roche sédimentaire à grains fins composée de boue pressurisée. Il peut être facilement divisé en couches minces.,Una roccia sedimentaria a grana fine composta da fango pressurizzato. Può essere facilmente rotto in strati sottili.,Roca sedimentaria de grano fino compuesta de barro prensado. Se puede romper fácilmente en capas delgadas.,Uma rocha sedimentar de grão fino composta de lama pressurizada. Pode ser facilmente quebrado em camadas finas.,,,"мелкозернистая осадочная порода, состоящая из грязи под давлением. Его можно легко разбить на тонкие слои.",Basınç altında kalmış çamurdan meydana gelmiş ince taneli bir tortul kayadır. Kolayca ince tabakalar halinde kırılabilir.,En finkornet sedimentær sten bestående af trykmudder. Det kan let brydes i tynde lag.,,En finkornig sedimentär bergart bestående av trycksatt lera. Det kan lätt brytas i tunna lager.,,,,加圧された泥からなる細粒の堆積岩です。ページをめくるように、簡単に薄い層に分けることができます。,,
STONE.SLATE.ADJECTIVE,Slate,,Schiefer,en ardoise,di ardesia,de pizarra,De ardósia,de ardósia,,(аспидный сланец),Kayrak,Skifer,,Skiffer-,,,,粘板岩の,,
STONE.SLATE.NOUN,Slate,,Schiefer,Ardoise,Ardesia,Pizarra,Ardósia,de ardósia,,Аспидный сланец,Kayrak,Skifer,,Skiffer,,,,粘板岩,,
STONE.SLATE.TOOLTIP,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,,"Ein metamorphes Gestein, das normalerweise aus {{STONE.SHALE.NOUN}} gebildet wird. Es wird oft zu Dachziegeln oder zum Schreiben gemacht.",Roche métamorphique habituellement formée de {{STONE.SHALE.NOUN}}. Il est souvent transformé en tuiles pour la toiture ou l'écriture.,Una roccia metamorfa che di solito è formata da {{STONE.SHAL.NOUN}}. Viene spesso trasformato in piastrelle per coperture o scrittura.,Roca metamórfica que normalmente se forma a partir de {{STONE.SHALE.NOUN}}. A menudo se convierte en azulejos para techar o escribir.,"Uma rocha metamórfica que geralmente é formada a partir de {{STONE.SHALE.NOUN}}. Muitas vezes, é feito em azulejos para telhados ou escrita.",,,"Метаморфная порода, которая обычно образуется из {{STONE.SHALE.NOUN}}. Его часто делают в черепицу для кровельных или письменных работ.",Genellikle {{STONE.SHALE.NOUN}} meydana gelen metamorfik bir kayadır. Çoğu zaman çatı veya yazıda kullanılmak için tabletler haline getirilir.,"En metamorf sten, der normalt dannes ud af {{STONE.SHALE.NOUN}}. Det er ofte lavet til fliser til tagdækning eller skrivning.",,En metamorf sten som vanligen bildas av {{STONE.SHALE.NOUN}}. Det görs ofta till plattor för takläggning eller skrivning.,,,,通常{{STONE.SHALE.NOUN}}から形成される変成岩です。屋根や文字を書くための黒板としてよく使われます。,,

TOOL.AXE.NOUN,Axe,,Axt,Hâche,Ascia,Hacha,Machado,Machado,,Топор,Balta,Økse,,Yxa,,,,斧,,
TOOL.AXE.TOOLTIP,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,,Hackte Bäume ab. Das primäre Werkzeug eines {{PROFESSION.WOODCUTTER}}.,Utilisé pour couper les arbres. L'outil principal d'un {{PROFESSION.WOODCUTTER}}.,Usato per abbattere gli alberi. Lo strumento principale di un {{PROFESSION.WOODCUTTER}}.,Usada talar árboles. La herramienta principal del {{PROFESSION.WOODCUTTER}}.,Costumava cortar árvores. A ferramenta principal de um {{PROFISSION.WOODCUTTER}}.,,,Используется для рубки деревьев. Основной инструмент {{PROFESSION.WOODCUTTER}}.,Ağaç kesmek için kullanılır.  {{PROFESSION.WOODCUTTER}} ana aletidir.,Bruges til at hugge træer ned. Det primære værktøj af en {{PROFESSION.WOODCUTTER}}.,,Används för att hugga ner träd. Det primära verktyget för en {{PROCUS.WOOKCUTER}}.,,,,木を切り倒すのに使います。{{PROFESSION.WOODCUTTER}}に必要な道具です。,,
TOOL.CHISEL.NOUN,Chisel,,Meißel,Burin,"Scalpello ",Cincel,Formão,Cinzel,,Резец,Keski,Mejsel,,Mejsel,,,,ノミ,,
TOOL.CHISEL.TOOLTIP,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,,"Wird verwendet, um Gestein in Form zu formen. Eines der Werkzeuge, die von einem {{PROFESSION.STONEMASON}} verwendet werden.",Utilisé pour sculpter la roche. Un des outils utilisés par un {{PROFESSION.STONEMASON}}.,Utilizzato per scolpire la roccia in forma. Uno degli strumenti utilizzati da {{PROFESSION.STONEMASON}}.,Se utiliza para esculpir la roca. Una de las herramientas utilizadas por el {{PROFESSION.STONEMASON}}.,Usado para esculpir rocha em forma. Uma das ferramentas usadas por um {{PROFISSION.STONEMASON}}.,,,"Используется для того, чтобы лепить камень в форму. Один из инструментов, используемых {{PROFESSION.STONEMASON}}."," Heykele şekil vermekte kullanılır. {{PROFESSION.STONEMASON}} tarafından kullanılan aletlerden biridir.","Bruges til at forme sten i form. Et af de værktøjer, der bruges af en {{PROFESSION.STONEMASON}}.",,Används för att skulptera sten till form. Ett av verktygen som används av en {{PROCUS.STONEMASON}}.,,,,岩石を彫り、形を整えるのに用います。{{PROFESSION.STONEMASON}}が使う道具のひとつです。,,
TOOL.FISHING.ROD.NOUN,Fishing rod,,Angelrute,Canne à pêche,Canna da pesca,Caña de pescar,Cana de pesca,Vara de pescar,,Удочка,Balık oltası,Fiskestang,,Fiskespö,,,,釣り竿,,
TOOL.FISHING.ROD.TOOLTIP,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,,"Wird verwendet, um Fische aus einem Gewässer zu fangen. Das primäre Werkzeug eines {{PROFESSION.FISHER}}.",Utilisé pour attraper du poisson dans un plan d'eau. L'outil principal d'un {{PROFESSIon.FISHER}}.,Utilizzato per catturare pesci da un corpo d'acqua. Lo strumento principale di un {{PROFESSION.FISHER}}.,Se usa para atrapar peces de un cuerpo de agua. La herramienta principal de un {{PROFESSION.FISHER}}.,Usado para pegar peixes de um corpo de água. A ferramenta primária de um {{PROFISSION.FISHER}}.,,,Используется для ловли рыбы из водоема. Основной инструмент {{PROFESSION.FISHER}}.,Balık yakalamak için kullanılır.  {{PROFESSION.FISHER}} ana aletidir.,Bruges til at fange fisk fra en vandmasse. Det primære værktøj af en {{PROFESSION.FISHER}}.,,Används för att fånga fisk från en vattenkropp. Det primära verktyget för en {{PROFUS.FISHER}}.,,,,魚を釣るために使います。{{PROFESSION.FISHER}}が持つべきものです。,,
TOOL.KITCHEN.KNIFE.NOUN,Kitchen knife,,Küchenmesser,Couteau de cuisine,Coltello da cucina,Cuchillo de cocina,Faca de cozinha,Faca de cozinha,,Кухонный нож,Şef bıçağı,Køkkenkniv,,Kökskniv,,,,包丁,,
TOOL.KITCHEN.KNIFE.TOOLTIP,"Used to prepare food, particularly meat.",,"Wird verwendet, um Lebensmittel zuzubereiten, insbesondere Fleisch.","Utilisé pour préparer les aliments, en particulier la viande.","Utilizzato per preparare il cibo, in particolare la carne.","Se utiliza para preparar alimentos, especialmente carne.","Usado para preparar alimentos, particularmente carne.",,,"Используется для приготовления пищи, особенно мяса.","Yemek yapmak için kullanılır, özellikle et yemekleri.","Bruges til at forberede mad, især kød.",,"Används för att laga mat, särskilt kött.",,,,食材、特に肉を調理する際に使います。,,
TOOL.LARGE.HAMMER.NOUN,Large hammer,,Vorschlaghammer,Gros marteau,Martello grande,Martillo grande,Martelo grande,Martelo grande,,Молот,Geniş çekiç,Stor hammer,,Stor hammare,,,,大槌,,
TOOL.LARGE.HAMMER.TOOLTIP,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,,"Wird verwendet, um große Gegenstände aus Stein und Metall in Form zu bringen. Das primäre Werkzeug eines {{PROFESSION.BLACKSMITH}}.",Utilisé pour mettre en forme de gros objets de pierre et de métal. L'outil principal d'un {{PROFESSION.BLACKSMITH}}.,Utilizzato per bash grandi oggetti di pietra e metallo in forma. Lo strumento principale di un {{PROFESSION.BLACKSMITH}}.,Se utiliza para dar forma a objetos grandes de piedra y metal. La herramienta principal de un {{PROFESSION.BLACKSMITH}}.,Usado para bater grandes itens de pedra e metal em forma. A ferramenta principal de um {{PROFISSION.BLACKSMITH}}.,,,Используется для придания формы крупным предметам камня и металла. Основной инструмент {{PROFESSION.BLACKSMITH}}.,Büyük taş parçalarını parçalamak ve metali şekle sokmak için kullanılır. {{PROFESSION.BLACKSMITH}} ana aletidir.,Bruges til at bash store genstande af sten og metal i form. Det primære værktøj af en {{PROFESSION.BLACKSMITH}}.,,Används för att bash stora föremål av sten och metall i form. Det primära verktyget för en {{PROCUS.BLAKSMITH}}.,,,,石や金属などの大きなものを叩いて形を整えるのに使います。{{PROFESSION.BLACKSMITH}}の仕事道具です。,,
TOOL.PICKAXE.NOUN,Pickaxe,,Spitzhacke,Pioche,Piccone,Pico,Picareta,Picareta,,Кирка,Kazma,Hakse,,Hacka,,,,つるはし,,
TOOL.PICKAXE.TOOLTIP,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,,"Wird verwendet, um Stein in kleinere Stücke zu brechen. Das primäre Werkzeug eines {{PROFESSION.MiNER}}.",Utilisé pour casser la pierre en petits morceaux. Outil principal d'un {{profession.miner}}.,Utilizzato per rompere la pietra in pezzi più piccoli. Lo strumento principale di un {{profession.miner}}.,Se utiliza para romper la piedra en trozos más pequeños. La herramienta principal del {{profession.miner}}.,Usado para quebrar pedra em pedaços menores. A ferramenta principal de um {{profession.miner}}.,,,Используется для разбивания камня на мелкие кусочки. Основной инструмент {{PROFESSION.MiNER}}.,Taşı daha küçük parçalara ayırmak için kullanılır. {{PROFESSION.MiNER}} ana aletidir.,Bruges til at bryde sten i mindre stykker. Det primære værktøj af en {{PROFESSION.MiNER}}.,,Används för att bryta sten i mindre bitar. Det primära verktyget för en {{Profession.miner}}.,,,,岩を砕くのに使います。 {{PROFESSION.MiNER}}の持ち物です。,,
TOOL.PLANE.NOUN,Plane,,Hobel,Rabot,Pialla,Cepillo de carpintero,Plaina,Plaina,,Рубанок,Planya,Flyet,,Hyvel,,,,かんな,,
TOOL.PLANE.TOOLTIP,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,,"Wird verwendet, um Holzmöbel und Gegenstände in Form zu rasieren. Das primäre Werkzeug eines {{PROFESSION.CARPENTER}}.",Utilisé pour raboter les meubles en bois et les objets. L'outil principal d'un {{PROFESSION.CARPENTER}}.,Utilizzato per radere mobili in legno e oggetti in forma. Lo strumento principale di un {{PROFESSION.CARPENTER}}.,Se utiliza para rebajar muebles y artículos de madera para darles forma. La herramienta principal de un {{PROFESSION.CARPENTER}}.,Usado para raspar móveis de madeira e itens em forma. A ferramenta principal de um {{PROFISSION.CARPENTER}}.,,,Используется для бритья деревянной мебели и предметов в форму. Основной инструмент {{PROFESSION.CARPENTER}}.,Tahta mobilya ve eşyalara tıraşlayarak şekil vermek için kullanılır. {{PROFESSION.CARPENTER}} ana aletidir.,Bruges til at barbere træmøbler og genstande i form. Det primære værktøj af en {{PROFESSION.CARPENTER}}.,,Används för att raka trämöbler och föremål i form. Det primära verktyget för en {{PROCUS.CARPENTER}}.,,,,木造建築や木製品の形を整えるのに使います。{{PROFESSION.CARPENTER}}の道具です。,,
TOOL.ROLLING.PIN.NOUN,Rolling pin,,Nudelholz,Rouleau à pâtisserie,Mattarello,Rodillo,Rolo da massa,Rolo de massa,,Скалка,Oklava,Rullestift,,Brödkavel,,,,麺棒,,
TOOL.ROLLING.PIN.TOOLTIP,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,,"Wird verwendet, um Teig vorzubereiten. Eines der Werkzeuge, die von einem {{PROFESSION.CHEF}} verwendet werden.",Utilisé pour préparer la pâte. Un des outils utilisés par un {{PROFESSION.CHEF}}.,Utilizzato per preparare la pasta. Uno degli strumenti utilizzati da un {{PROFESSION.CHEF}}.,Se usa para preparar masa. Una de las herramientas utilizadas por un {{PROFESSION.CHEF}}.,Usado para preparar massa. Uma das ferramentas usadas por um {{PROFISSION.CHEF}}.,,,"Используется для приготовления теста. Один из инструментов, используемых {{PROFESSION.CHEF}}.",Hamur hazırlanmak için kullanılır. {{PROFESSION.CHEF}} kullandığı aletlerden biridir.,"Bruges til at forberede dej. Et af de værktøjer, der bruges af en {{PROFESSION.CHEF}}.",,Används för att förbereda deg. Ett av de verktyg som används av en {{PROCUS.CHEF}}.,,,,生地を作るのに使います。{{PROFESSION.CHEF}}の道具のひとつです。,,
